objective,highestpossible,yettowin,homedraws,highestprobable,artificialkey,hasachievedobjective,unbeatenhome,previousyeartableposition,actualvsexpectations,teamlongform,prevleagueid,awaylosses,nummatchesplayed,awaygf,unbeatenleague,lastgameresult,homega,points,leagueid,unbeatenallcomps,currenttableposition,homegf,teamshortform,teamid,homelosses,homewins,grouping,awaywins,awayga,unbeatenaway,awaydraws,champion,teamform
0,8,0,0,8,197,0,0,25,0,36,32,0,38,0,0,1,0,0,32,0,7,0,40,112124,0,0,8,0,0,0,0,0,21101
0,3,0,0,3,198,0,0,26,0,40,32,0,38,0,0,2,0,0,32,0,12,0,13,112493,0,0,3,0,0,0,0,0,1010
0,3,0,0,5,199,0,0,6,0,13,32,0,38,0,0,1,0,0,32,0,16,0,13,112494,0,0,7,0,0,0,0,0,10001
0,3,0,0,3,200,0,0,27,0,46,32,0,38,0,0,0,0,0,32,0,14,0,53,113147,0,0,3,0,0,0,0,0,11202
0,4,0,0,4,201,0,0,18,0,30,32,0,38,0,0,1,0,0,32,0,19,0,33,113974,0,0,4,0,0,0,0,0,2011
0,0,0,0,0,202,0,0,16,0,46,39,0,15,0,0,0,0,0,39,0,10,0,26,687,0,0,0,0,0,0,0,0,12
0,0,0,0,0,203,0,0,28,0,36,39,0,15,0,0,1,0,0,39,0,9,0,40,688,0,0,0,0,0,0,0,0,21011
0,0,0,0,0,204,0,0,6,0,50,39,0,15,0,0,0,0,0,39,0,5,0,66,689,0,0,0,0,0,0,0,0,2212
0,0,0,0,0,205,0,0,20,0,73,39,0,14,0,0,2,0,0,39,0,4,0,60,691,0,0,0,0,0,0,0,0,22020
0,0,0,0,0,206,0,0,24,0,73,39,0,14,0,0,0,0,0,39,0,3,0,60,693,0,0,0,0,0,0,0,0,222
0,0,0,0,0,207,0,0,18,0,23,39,0,15,0,0,2,0,0,39,0,11,0,20,694,0,0,0,0,0,0,0,0,200
0,0,0,0,0,208,0,0,7,0,56,39,0,15,0,0,0,0,0,39,0,4,0,80,695,0,0,0,0,0,0,0,0,22022
0,0,0,0,0,209,0,0,22,0,23,39,0,14,0,0,2,0,0,39,0,15,0,46,696,0,0,0,0,0,0,0,0,10220
0,0,0,0,0,210,0,0,8,0,50,39,0,15,0,0,1,0,0,39,0,9,0,53,697,0,0,0,0,0,0,0,0,12021
0,0,0,0,0,211,0,0,25,0,53,39,0,14,0,0,1,0,0,39,0,7,0,66,698,0,0,0,0,0,0,0,0,22021
0,0,0,0,0,212,0,0,17,0,66,39,0,14,0,0,0,0,0,39,0,1,0,53,101112,0,0,0,0,0,0,0,0,11202
0,0,0,0,0,213,0,0,14,0,56,39,0,14,0,0,1,0,0,39,0,3,0,66,111065,0,0,0,0,0,0,0,0,20221
0,0,0,0,0,214,0,0,11,0,56,39,0,15,0,0,1,0,0,39,0,8,0,33,111138,0,0,0,0,0,0,0,0,21001
0,0,0,0,0,215,0,0,3,0,36,39,0,14,0,0,1,0,0,39,0,11,0,33,111139,0,0,0,0,0,0,0,0,2101
0,0,0,0,0,216,0,0,15,0,36,39,0,14,0,0,2,0,0,39,0,13,0,26,111140,0,0,0,0,0,0,0,0,2100
0,0,0,0,0,217,0,0,21,0,60,39,0,13,0,0,2,0,0,39,0,6,0,33,111144,0,0,0,0,0,0,0,0,11200
0,0,0,0,0,218,0,0,27,0,33,39,0,14,0,0,2,0,0,39,0,13,0,6,111651,0,0,0,0,0,0,0,0,1000
0,0,0,0,0,219,0,0,26,0,66,39,0,15,0,0,0,0,0,39,0,2,0,33,111928,0,0,0,0,0,0,0,0,11002
0,0,0,0,0,220,0,0,2,0,23,39,0,15,0,0,2,0,0,39,0,15,0,13,112134,0,0,0,0,0,0,0,0,10010
0,0,0,0,0,221,0,0,13,0,36,39,0,15,0,0,2,0,0,39,0,12,0,46,112606,0,0,0,0,0,0,0,0,20210
0,0,0,0,0,222,0,0,5,0,30,39,0,15,0,0,2,0,0,39,0,8,0,46,112828,0,0,0,0,0,0,0,0,2210
0,0,0,0,0,223,0,0,23,0,26,39,0,14,0,0,2,0,0,39,0,14,0,46,112885,0,0,0,0,0,0,0,0,22010
0,0,0,0,0,224,0,0,12,0,70,39,0,15,0,0,0,0,0,39,0,2,0,80,112893,0,0,0,0,0,0,0,0,2222
0,0,0,0,0,225,0,0,1,0,36,39,0,15,0,0,0,0,0,39,0,5,0,26,112996,0,0,0,0,0,0,0,1,10002
0,0,0,0,0,226,0,0,29,0,50,39,0,14,0,0,0,0,0,39,0,12,0,66,113018,0,0,0,0,0,0,0,0,2212
0,0,0,0,0,227,0,0,10,0,46,39,0,15,0,0,0,0,0,39,0,7,0,53,113149,0,0,0,0,0,0,0,0,21012
0,0,0,0,0,228,0,0,4,0,30,39,0,15,0,0,2,0,0,39,0,14,0,26,114161,0,0,0,0,0,0,0,0,21000
0,0,0,0,0,229,0,1,9,0,76,39,0,14,0,0,0,0,0,39,0,1,0,73,114162,0,0,0,0,0,0,0,0,11222
0,0,0,0,0,230,0,0,19,0,43,39,0,15,0,0,0,0,0,39,0,6,0,46,114640,0,0,0,0,0,0,0,0,1022
0,0,0,0,0,231,0,0,30,0,20,39,0,15,0,0,2,0,0,39,0,10,0,40,131439,0,0,0,0,0,0,0,0,11210
0,0,0,0,0,232,0,0,3,0,0,41,0,0,0,0,0,0,0,41,0,7,0,0,298,0,0,0,0,0,0,0,0,0
0,0,0,0,0,233,0,0,11,0,0,41,0,0,0,0,0,0,0,41,0,1,0,0,300,0,0,0,0,0,0,0,0,0
0,0,0,0,0,234,0,0,1,0,0,41,0,0,0,0,2,0,0,41,0,10,0,0,417,0,0,0,0,0,0,0,1,0
0,0,0,0,0,235,0,0,7,0,0,41,0,0,0,0,0,0,0,41,0,3,0,0,418,0,0,0,0,0,0,0,0,0
0,0,0,0,0,236,0,0,2,0,0,41,0,0,0,0,0,0,0,41,0,2,0,0,918,0,0,0,0,0,0,0,0,0
0,0,0,0,0,237,0,0,15,0,0,41,0,0,0,0,0,0,0,41,0,4,0,0,919,0,0,0,0,0,0,0,0,0
0,0,0,0,0,238,0,0,6,0,0,41,0,0,0,0,2,0,0,41,0,6,0,0,920,0,0,0,0,0,0,0,0,0
0,0,0,0,0,239,0,0,12,0,0,41,0,0,0,0,2,0,0,41,0,15,0,0,922,0,0,0,0,0,0,0,0,0
0,0,0,0,0,240,0,0,10,0,0,41,0,0,0,0,2,0,0,41,0,16,0,0,1463,0,0,0,0,0,0,0,0,0
0,0,0,0,0,241,0,0,16,0,0,41,0,0,0,0,0,0,0,41,0,14,0,0,1523,0,0,0,0,0,0,0,0,0
0,0,0,0,0,242,0,0,13,0,0,41,0,0,0,0,2,0,0,41,0,11,0,0,1756,0,0,0,0,0,0,0,0,0
0,0,0,0,0,243,0,0,14,0,0,41,0,0,0,0,0,0,0,41,0,5,0,0,1757,0,0,0,0,0,0,0,0,0
0,0,0,0,0,244,0,0,17,0,0,41,0,0,0,0,2,0,0,41,0,8,0,0,2041,0,0,0,0,0,0,0,0,0
0,0,0,0,0,245,0,0,8,0,0,41,0,0,0,0,0,0,0,41,0,9,0,0,112199,0,0,0,0,0,0,0,0,0
0,0,0,0,0,246,0,0,6,0,0,41,0,0,0,0,2,0,0,41,0,13,0,0,113459,0,0,0,0,0,0,0,0,0
0,0,0,0,0,247,0,0,18,0,0,41,0,0,0,0,2,0,0,41,0,12,0,0,131491,0,0,0,0,0,0,0,0,0
0,0,0,0,0,248,0,0,3,0,0,50,0,0,0,0,0,0,0,50,0,8,0,0,77,0,0,3,0,0,0,0,0,0
0,0,0,0,0,249,0,0,1,0,0,50,0,0,0,0,0,0,0,50,0,3,0,0,78,0,0,10,0,0,0,0,1,0
0,0,0,0,0,250,0,0,13,0,0,50,0,0,0,0,2,0,0,50,0,6,0,0,79,0,0,8,0,0,0,0,0,0
0,0,0,0,0,251,0,0,4,0,0,50,0,0,0,0,0,0,0,50,0,1,0,0,80,0,0,0,0,0,0,0,0,0
0,0,0,0,0,252,0,0,5,0,0,50,0,0,0,0,2,0,0,50,0,5,0,0,81,0,0,8,0,0,0,0,0,0
0,0,0,0,0,253,0,0,10,0,0,50,0,0,0,0,1,0,0,50,0,11,0,0,82,0,0,5,0,0,0,0,0,0
0,0,0,0,0,254,0,0,7,0,0,50,0,0,0,0,2,0,0,50,0,4,0,0,83,0,0,10,0,0,0,0,0,0
0,0,0,0,0,255,0,0,2,0,0,50,0,0,0,0,0,0,0,50,0,2,0,0,86,0,0,10,0,0,0,0,0,0
0,0,0,0,0,256,0,0,12,0,0,50,0,0,0,0,1,0,0,50,0,9,0,0,180,0,0,3,0,0,0,0,0,0
0,0,0,0,0,257,0,0,4,0,0,50,0,0,0,0,0,0,0,50,0,7,0,0,181,0,0,3,0,0,0,0,0,0
0,0,0,0,0,258,0,0,8,0,0,50,0,0,0,0,2,0,0,50,0,12,0,0,621,0,0,5,0,0,0,0,0,0
0,0,0,0,0,259,0,0,6,0,0,50,0,0,0,0,2,0,0,50,0,10,0,0,100805,0,0,5,0,0,0,0,0,0
0,1,0,0,1,260,0,0,3,0,40,53,0,38,0,0,2,0,0,53,0,4,0,60,240,0,0,1,0,0,0,0,0,20220
0,0,0,0,0,261,0,1,1,0,80,53,0,38,0,0,2,0,0,53,0,1,0,60,241,0,0,0,0,0,0,0,1,22020
0,1,0,0,1,262,0,0,2,0,66,53,0,38,0,0,0,0,0,53,0,2,0,80,243,0,0,1,0,0,0,0,0,20222
0,3,0,0,3,263,0,0,8,0,33,53,0,38,0,0,2,0,0,53,0,12,0,26,448,0,0,3,0,0,0,0,0,20010
0,2,0,0,2,264,0,0,6,0,53,53,0,38,0,0,0,0,0,53,0,5,0,66,449,0,0,2,0,0,0,0,0,21202
0,2,0,0,2,265,0,0,13,0,43,53,0,38,0,0,0,0,0,53,0,6,0,66,450,0,0,3,0,0,0,0,0,22012
0,3,0,0,3,266,0,0,19,0,30,53,0,38,0,0,1,0,0,53,0,11,0,46,452,0,0,2,0,0,0,0,0,221
0,5,0,0,4,267,0,0,9,0,46,53,0,38,0,0,0,0,0,53,0,18,0,46,453,0,0,5,0,0,0,0,0,21002
0,3,0,0,3,268,0,0,4,0,26,53,0,38,0,0,1,0,0,53,0,10,0,20,457,0,0,3,0,0,0,0,0,1101
0,3,0,0,3,269,0,0,16,0,56,53,0,38,0,0,0,0,0,53,0,9,0,66,461,0,0,5,0,0,0,0,0,2122
0,3,0,0,3,270,0,0,4,0,50,54,0,38,0,0,2,0,0,53,0,14,0,46,463,0,0,3,0,0,0,0,0,1220
0,3,0,0,5,271,0,0,20,0,56,53,0,38,0,0,1,0,0,53,0,15,0,33,468,0,0,3,0,0,0,0,0,1021
0,5,0,0,5,272,0,0,7,0,26,53,0,38,0,0,2,0,0,53,0,17,0,0,479,0,0,5,0,0,0,0,0,0
0,3,0,0,3,273,0,0,11,0,60,53,0,38,0,0,0,0,0,53,0,8,0,73,480,0,0,3,0,0,0,0,0,21122
0,3,0,0,3,274,0,0,12,0,40,53,0,38,0,0,2,0,0,53,0,13,0,60,481,0,0,3,0,0,0,0,0,22200
0,1,0,0,1,275,0,0,5,0,56,53,0,38,0,0,0,0,0,53,0,3,0,46,483,0,0,1,0,0,0,0,0,21002
0,5,0,0,5,276,0,0,3,0,63,54,0,38,0,0,2,0,0,53,0,16,0,60,1853,0,0,4,0,0,0,0,0,2220
0,3,0,0,3,277,0,0,15,0,53,53,0,38,0,0,0,0,0,53,0,7,0,46,1860,0,0,3,0,0,0,0,0,1202
0,4,0,0,4,278,0,0,10,0,23,53,0,38,0,0,1,0,0,53,0,19,0,20,110062,0,0,4,0,0,0,0,0,1101
0,4,0,0,4,279,0,0,8,0,26,54,0,38,0,0,2,0,0,53,0,20,0,6,110827,0,0,4,0,0,0,0,0,1000
0,6,0,0,6,280,0,0,19,0,70,53,0,42,0,0,2,0,0,54,0,2,0,80,242,0,0,7,0,0,0,0,0,22220
0,5,0,0,5,281,0,0,13,0,10,54,0,42,0,0,2,0,0,54,0,22,0,6,244,0,0,5,0,0,0,0,0,10
0,6,0,0,6,282,0,0,11,0,76,54,0,42,0,0,0,0,0,54,0,1,0,86,456,0,0,6,0,0,0,0,0,22212
0,3,0,0,3,283,0,0,17,0,50,54,0,42,0,0,0,0,0,54,0,10,0,60,459,0,0,3,0,0,0,0,0,222
0,5,0,0,5,284,0,0,18,0,33,53,0,42,0,0,2,0,0,54,0,17,0,20,462,0,0,3,0,0,0,0,0,2000
0,8,0,0,8,285,0,0,5,0,63,54,0,42,0,0,2,0,0,54,0,8,0,40,467,0,0,5,0,0,0,0,0,2020
0,7,0,0,7,286,0,0,2,0,73,54,0,42,0,0,0,0,0,54,0,5,0,66,472,0,0,7,0,0,0,0,0,20212
0,7,0,0,7,287,0,0,18,0,60,54,0,42,0,0,0,0,0,54,0,4,0,86,573,0,0,7,0,0,0,0,0,22212
0,3,0,0,3,288,0,0,6,0,53,54,0,42,0,0,2,0,0,54,0,12,0,80,1854,0,0,3,0,0,0,0,0,22220
0,7,0,0,7,289,0,0,17,0,53,53,0,42,0,0,0,0,0,54,0,3,0,46,1861,0,0,7,0,0,0,0,0,21002
0,3,0,0,3,290,0,0,20,0,63,54,0,42,0,0,1,0,0,54,0,9,0,46,1867,0,0,3,0,0,0,0,0,22001
0,3,0,0,3,291,0,0,21,0,46,54,0,42,0,0,0,0,0,54,0,11,0,66,1894,0,0,3,0,0,0,0,0,21022
0,5,0,0,5,292,0,0,14,0,16,53,0,42,0,0,2,0,0,54,0,18,0,33,1968,0,0,8,0,0,0,0,0,10120
0,7,0,0,8,293,0,0,12,0,63,54,0,42,0,0,0,0,0,54,0,7,0,73,10846,0,0,8,0,0,0,0,0,11222
0,5,0,0,5,294,0,0,22,0,30,54,0,42,0,0,1,0,0,54,0,21,0,33,15012,0,0,5,0,0,0,0,0,10201
0,7,0,0,7,295,0,0,23,0,70,54,0,42,0,0,0,0,0,54,0,6,0,53,100852,0,0,6,0,0,0,0,0,1122
0,5,0,0,5,296,0,0,14,0,26,54,0,42,0,0,0,0,0,54,0,16,0,26,100888,0,0,3,0,0,0,0,0,102
0,5,0,0,5,297,0,0,16,0,40,54,0,42,0,0,2,0,0,54,0,19,0,26,110069,0,0,5,0,0,0,0,0,120
0,3,0,0,3,298,0,0,24,0,23,54,0,42,0,0,1,0,0,54,0,15,0,40,110711,0,0,5,0,0,0,0,0,12101
0,3,0,0,3,299,0,0,1,0,20,54,0,42,0,0,2,0,0,54,0,14,0,20,110832,0,0,5,0,0,0,0,1,20000
0,5,0,0,5,300,0,0,15,0,23,54,0,42,0,0,1,0,0,54,0,20,0,13,110839,0,0,5,0,0,0,0,0,101
0,3,0,0,3,301,0,0,7,0,53,54,0,42,0,0,2,0,0,54,0,13,0,20,114554,0,0,3,0,0,0,0,0,2000
0,0,0,0,0,302,0,0,13,0,0,56,0,0,0,0,0,0,0,56,0,4,0,0,319,0,0,0,0,0,0,0,0,0
0,0,0,0,0,303,0,0,1,0,0,56,0,0,0,0,0,0,0,56,0,6,0,0,320,0,0,0,0,0,0,0,1,0
0,0,0,0,0,304,0,0,12,0,0,56,0,0,0,0,0,0,0,56,0,11,0,0,321,0,0,0,0,0,0,0,0,0
0,0,0,0,0,305,0,0,3,0,0,56,0,0,0,0,2,0,0,56,0,7,0,0,433,0,0,0,0,0,0,0,0,0
0,0,0,0,0,306,0,0,7,0,0,56,0,0,0,0,2,0,0,56,0,8,0,0,700,0,0,0,0,0,0,0,0,0
0,0,0,0,0,307,0,0,11,0,0,56,0,0,0,0,2,0,0,56,0,14,0,0,702,0,0,0,0,0,0,0,0,0
0,0,0,0,0,308,0,0,2,0,0,56,0,0,0,0,0,0,0,56,0,2,0,0,708,0,0,0,0,0,0,0,0,0
0,0,0,0,0,309,0,0,4,0,0,56,0,0,0,0,0,0,0,56,0,5,0,0,710,0,0,0,0,0,0,0,0,0
0,0,0,0,0,310,0,0,8,0,0,56,0,0,0,0,2,0,0,56,0,10,0,0,711,0,0,0,0,0,0,0,0,0
0,0,0,0,0,311,0,0,15,0,0,56,0,0,0,0,2,0,0,56,0,15,0,0,1870,0,0,0,0,0,0,0,0,0
0,0,0,0,0,312,0,0,6,0,0,56,0,0,0,0,2,0,0,56,0,3,0,0,111594,0,0,0,0,0,0,0,0,0
0,0,0,0,0,313,0,0,10,0,0,56,0,0,0,0,2,0,0,56,0,12,0,0,111705,0,0,0,0,0,0,0,0,0
0,0,0,0,0,314,0,0,5,0,0,56,0,0,0,0,0,0,0,56,0,1,0,0,112072,0,0,0,0,0,0,0,0,0
0,0,0,0,0,315,0,0,14,0,0,56,0,0,0,0,2,0,0,56,0,16,0,0,112126,0,0,0,0,0,0,0,0,0
0,0,0,0,0,316,0,0,9,0,0,56,0,0,0,0,0,0,0,56,0,9,0,0,113458,0,0,0,0,0,0,0,0,0
0,0,0,0,0,317,0,0,16,0,0,56,0,0,0,0,0,0,0,56,0,13,0,0,113892,0,0,0,0,0,0,0,0,0
0,0,0,0,0,318,0,0,5,0,0,60,0,0,0,0,2,0,0,60,0,5,0,0,4,0,0,7,0,0,0,0,0,0
0,0,0,0,0,319,0,0,5,0,0,61,0,0,0,0,0,0,0,60,0,14,0,0,142,0,0,4,0,0,0,0,1,0
0,0,0,0,0,320,0,0,14,0,0,60,0,0,0,0,2,0,0,60,0,21,0,0,143,0,0,3,0,0,0,0,0,0
0,0,0,0,0,321,0,0,11,0,0,60,0,0,0,0,0,0,0,60,0,1,0,0,149,0,0,6,0,0,0,0,0,0
0,0,0,0,0,322,0,0,2,0,0,60,0,0,0,0,0,0,0,60,0,6,0,0,361,0,0,8,0,0,0,0,0,0
0,0,0,0,0,323,0,0,22,0,0,60,0,0,0,0,2,0,0,60,0,12,0,0,1793,0,0,3,0,0,0,0,0,0
0,0,0,0,0,324,0,0,19,0,0,60,0,0,0,0,2,0,0,60,0,23,0,0,1797,0,0,5,0,0,0,0,0,0
0,0,0,0,0,325,0,0,9,0,0,61,0,0,0,0,0,0,0,60,0,4,0,0,1804,0,0,7,0,0,0,0,0,0
0,0,0,0,0,326,0,0,24,0,0,60,0,0,0,0,2,0,0,60,0,16,0,0,1917,0,0,5,0,0,0,0,0,0
0,0,0,0,0,327,0,0,3,0,0,14,0,0,0,0,0,0,0,60,0,7,0,0,1923,0,0,8,0,0,0,0,0,0
0,0,0,0,0,328,0,0,23,0,0,60,0,0,0,0,0,0,0,60,0,13,0,0,1926,0,0,3,0,0,0,0,0,0
0,0,0,0,0,329,0,0,23,0,0,61,0,0,0,0,2,0,0,60,0,22,0,0,1928,0,0,4,0,0,0,0,0,0
0,0,0,0,0,330,0,0,1,0,0,14,0,0,0,0,0,0,0,60,0,8,0,0,1929,0,0,3,0,0,0,0,0,0
0,0,0,0,0,331,0,0,3,0,0,60,0,0,0,0,2,0,0,60,0,24,0,0,1930,0,0,4,0,0,0,0,0,0
0,0,0,0,0,332,0,0,4,0,0,60,0,0,0,0,0,0,0,60,0,3,0,0,1931,0,0,7,0,0,0,0,0,0
0,0,0,0,0,333,0,0,4,0,0,60,0,0,0,0,2,0,0,60,0,15,0,0,1932,0,0,3,0,0,0,0,0,0
0,0,0,0,0,334,0,0,9,0,0,60,0,0,0,0,0,0,0,60,0,11,0,0,1933,0,0,3,0,0,0,0,0,0
0,0,0,0,0,335,0,0,6,0,0,60,0,0,0,0,2,0,0,60,0,18,0,0,1938,0,0,3,0,0,0,0,0,0
0,0,0,0,0,336,0,0,18,0,0,60,0,0,0,0,0,0,0,60,0,9,0,0,1939,0,0,7,0,0,0,0,0,0
0,0,0,0,0,337,0,0,8,0,0,60,0,0,0,0,0,0,0,60,0,10,0,0,1940,0,0,3,0,0,0,0,0,0
0,0,0,0,0,338,0,0,1,0,0,60,0,0,0,0,1,0,0,60,0,20,0,0,1958,0,0,5,0,0,0,0,0,0
0,0,0,0,0,339,0,0,21,0,0,14,0,0,0,0,2,0,0,60,0,2,0,0,1961,0,0,6,0,0,0,0,0,0
0,0,0,0,0,340,0,0,15,0,0,60,0,0,0,0,1,0,0,60,0,17,0,0,15015,0,0,4,0,0,0,0,0,0
0,0,0,0,0,341,0,0,10,0,0,61,0,0,0,0,2,0,0,60,0,19,0,0,112259,0,0,5,0,0,0,0,0,0
0,0,0,0,0,342,0,0,21,0,0,61,0,0,0,0,1,0,0,61,0,7,0,0,92,0,0,8,0,0,0,0,0,0
0,0,0,0,0,343,0,0,6,0,0,61,0,0,0,0,1,0,0,61,0,11,0,0,121,0,0,3,0,0,0,0,0,0
0,0,0,0,0,344,0,0,12,0,0,60,0,0,0,0,2,0,0,61,0,19,0,0,127,0,0,5,0,0,0,0,0,0
0,0,0,0,0,345,0,0,25,0,0,61,0,0,0,0,0,0,0,61,0,8,0,0,135,0,0,3,0,0,0,0,0,0
0,0,0,0,0,346,0,0,8,0,0,61,0,0,0,0,2,0,0,61,0,24,0,0,381,0,0,5,0,0,0,0,0,0
0,0,0,0,0,347,0,0,4,0,0,61,0,0,0,0,1,0,0,61,0,2,0,0,1798,0,0,7,0,0,0,0,0,0
0,0,0,0,0,348,0,0,12,0,0,61,0,0,0,0,0,0,0,61,0,17,0,0,1802,0,0,3,0,0,0,0,0,0
0,0,0,0,0,349,0,0,11,0,0,61,0,0,0,0,2,0,0,61,0,13,0,0,1803,0,0,7,0,0,0,0,0,0
0,0,0,0,0,350,0,0,26,0,0,61,0,0,0,0,0,0,0,61,0,10,0,0,1920,0,0,3,0,0,0,0,0,0
0,0,0,0,0,351,0,0,24,0,0,61,0,0,0,0,0,0,0,61,0,6,0,0,1924,0,0,8,0,0,0,0,0,0
0,0,0,0,0,352,0,0,19,0,0,61,0,0,0,0,2,0,0,61,0,9,0,0,1934,0,0,7,0,0,0,0,0,0
0,0,0,0,0,353,0,0,22,0,0,61,0,0,0,0,0,0,0,61,0,12,0,0,1935,0,0,3,0,0,0,0,0,0
0,0,0,0,0,354,0,0,21,0,0,61,0,0,0,0,2,0,0,61,0,18,0,0,1936,0,0,5,0,0,0,0,0,0
0,0,0,0,0,355,0,0,14,0,0,61,0,0,0,0,1,0,0,61,0,5,0,0,1937,0,0,7,0,0,0,0,0,0
0,0,0,0,0,356,0,0,20,0,0,60,0,0,0,0,1,0,0,61,0,3,0,0,1944,0,0,6,0,0,0,0,0,0
0,0,0,0,0,357,0,0,17,0,0,60,0,0,0,0,1,0,0,61,0,14,0,0,1962,0,0,5,0,0,0,0,0,0
0,0,0,0,0,358,0,0,16,0,0,61,0,0,0,0,1,0,0,61,0,21,0,0,15048,0,0,5,0,0,0,0,0,0
0,0,0,0,0,359,0,0,17,0,0,61,0,0,0,0,2,0,0,61,0,16,0,0,110313,0,0,3,0,0,0,0,0,0
0,0,0,0,0,360,0,0,22,0,0,60,0,0,0,0,1,0,0,61,0,22,0,0,110890,0,0,5,0,0,0,0,0,0
0,0,0,0,0,361,0,0,13,0,0,61,0,0,0,0,2,0,0,61,0,23,0,0,112222,0,0,5,0,0,0,0,0,0
0,0,0,0,0,362,0,0,18,0,0,61,0,0,0,0,0,0,0,61,0,20,0,0,112254,0,0,5,0,0,0,0,0,0
0,0,0,0,0,363,0,0,22,0,0,61,0,0,0,0,1,0,0,61,0,15,0,0,112260,0,0,3,0,0,0,0,0,0
0,0,0,0,0,364,0,0,23,0,0,61,0,0,0,0,0,0,0,61,0,1,0,0,112764,0,0,6,0,0,0,0,0,0
0,0,0,0,0,365,0,0,20,0,0,61,0,0,0,0,1,0,0,61,0,4,0,0,113926,0,0,6,0,0,0,0,0,0
0,0,0,0,0,366,0,0,6,0,0,65,0,0,0,0,0,0,0,65,0,4,0,0,305,0,0,0,0,0,0,0,0,0
0,0,0,0,0,367,0,0,1,0,0,65,0,0,0,0,2,0,0,65,0,1,0,0,306,0,0,0,0,0,0,0,1,0
0,0,0,0,0,368,0,0,10,0,0,65,0,0,0,0,2,0,0,65,0,10,0,0,422,0,0,0,0,0,0,0,0,0
0,0,0,0,0,369,0,0,4,0,0,65,0,0,0,0,1,0,0,65,0,5,0,0,423,0,0,0,0,0,0,0,0,0
0,0,0,0,0,370,0,0,2,0,0,65,0,0,0,0,0,0,0,65,0,2,0,0,445,0,0,0,0,0,0,0,0,0
0,0,0,0,0,371,0,0,5,0,0,65,0,0,0,0,0,0,0,65,0,7,0,0,563,0,0,0,0,0,0,0,0,0
0,0,0,0,0,372,0,0,6,0,0,65,0,0,0,0,1,0,0,65,0,9,0,0,753,0,0,0,0,0,0,0,0,0
0,0,0,0,0,373,0,0,7,0,0,65,0,0,0,0,1,0,0,65,0,3,0,0,834,0,0,0,0,0,0,0,0,0
0,0,0,0,0,374,0,0,11,0,0,65,0,0,0,0,1,0,0,65,0,8,0,0,1571,0,0,0,0,0,0,0,0,0
0,0,0,0,0,375,0,0,8,0,0,65,0,0,0,0,2,0,0,65,0,6,0,0,1572,0,0,0,0,0,0,0,0,0
0,0,0,0,0,376,0,0,12,0,0,66,0,0,0,0,0,0,0,66,0,14,0,0,301,0,0,4,0,0,0,0,0,0
0,0,0,0,0,377,0,0,6,0,0,66,0,0,0,0,0,0,0,66,0,2,0,0,420,0,0,10,0,0,0,0,0,0
0,0,0,0,0,378,0,0,3,0,0,66,0,0,0,0,1,0,0,66,0,1,0,0,873,0,0,3,0,0,0,0,1,0
0,0,0,0,0,379,0,0,6,0,0,66,0,0,0,0,1,0,0,66,0,8,0,0,1569,0,0,0,0,0,0,0,0,0
0,0,0,0,0,380,0,0,2,0,0,66,0,0,0,0,0,0,0,66,0,6,0,0,1871,0,0,4,0,0,0,0,0,0
0,0,0,0,0,381,0,0,15,0,0,66,0,0,0,0,1,0,0,66,0,5,0,0,110206,0,0,3,0,0,0,0,0,0
0,0,0,0,0,382,0,0,14,0,0,66,0,0,0,0,0,0,0,66,0,3,0,0,110745,0,0,10,0,0,0,0,0,0
0,0,0,0,0,383,0,0,4,0,0,66,0,0,0,0,1,0,0,66,0,9,0,0,110746,0,0,5,0,0,0,0,0,0
0,0,0,0,0,384,0,0,7,0,0,66,0,0,0,0,1,0,0,66,0,13,0,0,110747,0,0,8,0,0,0,0,0,0
0,0,0,0,0,385,0,0,9,0,0,66,0,0,0,0,2,0,0,66,0,7,0,0,110749,0,0,8,0,0,0,0,0,0
0,0,0,0,0,386,0,0,16,0,0,66,0,0,0,0,2,0,0,66,0,17,0,0,111082,0,0,5,0,0,0,0,0,0
0,0,0,0,0,387,0,0,13,0,0,66,0,0,0,0,1,0,0,66,0,11,0,0,111083,0,0,3,0,0,0,0,0,0
0,0,0,0,0,388,0,0,5,0,0,66,0,0,0,0,2,0,0,66,0,15,0,0,111086,0,0,5,0,0,0,0,0,0
0,0,0,0,0,389,0,0,10,0,0,66,0,0,0,0,2,0,0,66,0,10,0,0,111088,0,0,3,0,0,0,0,0,0
0,0,0,0,0,390,0,0,17,0,0,66,0,0,0,0,2,0,0,66,0,16,0,0,111091,0,0,3,0,0,0,0,0,0
0,0,0,0,0,391,0,0,18,0,0,66,0,0,0,0,2,0,0,66,0,12,0,0,111097,0,0,3,0,0,0,0,0,0
0,0,0,0,0,392,0,0,19,0,0,66,0,0,0,0,0,0,0,66,0,18,0,0,112510,0,0,4,0,0,0,0,0,0
0,0,0,0,0,393,0,0,1,0,0,66,0,0,0,0,0,0,0,66,0,4,0,0,114326,0,0,8,0,0,0,0,0,0
0,0,0,0,0,394,0,1,1,0,63,68,0,34,0,0,2,0,0,68,0,1,0,60,325,0,0,0,0,0,0,0,1,22020
0,0,0,0,9,395,0,1,2,0,66,68,0,34,0,0,1,0,0,68,0,2,0,53,326,0,0,9,0,0,0,0,0,10221
0,8,0,0,8,396,0,0,3,0,46,68,0,34,0,0,1,0,0,68,0,4,0,33,327,0,0,8,0,0,0,0,0,1201
