jerseyleftsleevebadge,teamcolortertr,shortsnumbercolorterr,isinheritbasedetailmap,teamkitid,jerseynumbercolorprimr,jerseyshapestyle,jerseynameoutlinecolorg,jerseynumbercolorsecb,shortsnumbercolorsecb,sockstemplateindex,teamcolorprimpercent,jerseybacknamefontcase,teamcolorprimg,jerseycollargeometrytype,jerseynamecolorg,powid,shortsrenderingdetailmaptype,teamkittypetechid,shortsnumbercolorsecg,islocked,dlc,teamcolorsecr,shortstemplateindex,teamcolorprimb,jerseynameoutlinecolorb,jerseyrightsleevebadge,jerseynamefonttype,shortsnumbercolorprimr,captainarmband,jerseynamecolorb,shortsnumberfonttype,teamcolortertb,shortsnumbercolorterb,jerseynumbercolorsecg,jerseynameoutlinewidth,jerseyrenderingdetailmaptype,jerseynumbercolorterg,isgeneric,jerseynumbercolorprimg,jerseynamelayouttype,teamcolorprimr,jerseynumbercolorterr,jerseynumbercolorprimb,jerseynumbercolorsecr,chestbadge,numberfonttype,renderingmaterialtype,teamcolorsecb,jerseynumbercolorterb,hasadvertisingkit,jerseyrestriction,teamcolorsecpercent,jerseyfit,jerseytemplateindex,shortsnumbercolorprimg,teamcolorsecg,isembargoed,armbandtype,year,jerseyfrontnumberplacementcode,teamtechid,jerseynamecolorr,shortsnumbercolorprimb,jerseybacknameplacementcode,shortsnumbercolorsecr,jerseynameoutlinecolorr,shortstyle,teamcolortertpercent,shortsnumbercolorterg,shortsnumberplacementcode,teamcolortertg
0,44,15,0,853,15,0,24,147,147,0,91,0,231,0,24,0,0,1,24,0,0,231,0,231,147,0,1,220,76,147,194,147,147,24,0,0,24,0,24,0,231,15,147,15,0,194,0,231,147,1,0,91,0,0,220,231,0,0,0,0,568,15,220,1,15,15,0,88,24,1,72
0,240,234,0,5513,234,0,71,69,69,0,85,0,235,0,71,0,0,2,71,0,0,236,0,107,69,0,1,234,76,69,7,106,69,71,0,0,220,0,71,0,240,220,69,234,0,7,0,70,220,0,0,14,0,0,71,72,0,0,0,0,568,234,69,1,234,234,0,91,71,1,235
2168,31,220,0,854,146,0,220,220,220,0,88,0,30,0,220,0,0,0,220,0,0,240,0,30,220,0,1,146,84,220,138,31,220,220,0,0,220,0,44,0,30,220,45,220,0,138,0,240,220,1,0,10,0,8,44,240,0,0,0,0,569,220,45,1,220,220,0,98,220,0,31
2168,230,12,0,855,209,0,12,12,12,0,82,0,231,0,12,0,0,1,12,0,0,33,0,231,12,0,1,209,84,12,138,230,12,12,0,0,12,0,16,0,231,12,16,12,0,138,0,33,12,1,0,16,0,8,16,33,0,0,0,0,569,12,16,1,12,12,0,98,12,0,230
0,3,12,0,5514,220,0,220,220,220,0,85,0,125,0,220,0,0,2,220,0,0,29,0,204,220,0,1,220,76,220,98,202,12,220,0,0,12,0,220,0,3,12,220,220,0,98,0,30,12,0,0,14,0,0,220,29,0,0,0,0,569,220,220,1,220,220,0,93,12,0,124
0,26,220,0,856,12,0,220,220,220,0,55,0,204,7,12,0,0,0,220,0,0,229,0,220,220,54,138,220,100,12,267,130,220,220,2,0,220,0,12,1,148,220,12,220,0,267,0,229,220,0,0,22,0,0,220,229,0,0,0,0,573,12,220,1,220,220,0,88,220,1,69
0,34,220,0,857,220,0,12,12,220,0,81,0,34,0,220,0,0,1,220,0,0,137,0,35,12,54,138,220,100,220,267,35,220,12,2,0,220,0,220,1,33,220,220,12,0,267,0,148,220,0,0,7,0,0,220,56,0,0,0,0,573,220,220,1,220,12,0,97,220,1,34
0,252,220,0,5311,12,0,220,220,12,0,95,0,226,7,12,0,0,2,12,0,0,253,0,16,220,54,138,12,100,12,267,8,220,220,2,0,220,0,12,1,253,220,12,220,0,267,0,16,220,0,0,95,0,0,12,226,0,0,0,0,573,12,12,1,12,220,0,97,220,1,229
0,231,144,0,8494,144,0,130,81,81,0,94,0,58,7,130,0,0,0,130,0,0,28,0,113,81,20,4,144,0,81,62,231,81,130,0,0,130,0,130,0,28,144,81,144,0,62,0,113,81,1,0,94,0,0,130,58,0,0,0,0,576,144,81,1,144,144,0,86,130,1,231
0,230,88,0,8495,220,0,220,220,165,0,95,0,30,0,220,0,0,1,108,0,0,246,0,38,220,20,4,88,0,220,62,230,165,220,0,0,220,0,220,0,246,220,220,220,0,62,0,38,220,1,0,95,0,0,108,30,0,0,0,0,576,220,165,1,88,220,0,92,108,1,230
0,128,220,0,8496,220,0,220,220,220,0,97,0,129,0,220,0,0,2,220,0,0,151,0,207,220,20,4,220,0,220,62,215,220,220,0,0,220,0,220,0,151,220,220,220,0,62,0,207,220,1,0,97,0,0,220,129,0,0,0,0,576,220,220,1,220,220,0,100,220,1,117
0,232,190,0,13252,12,0,12,12,12,0,79,0,231,19,12,0,0,0,12,0,0,29,0,231,12,20,1,12,76,12,98,232,118,12,0,0,174,0,12,0,231,190,12,12,0,98,0,36,118,0,0,11,0,8,12,29,0,1,0,0,580,12,12,1,12,12,7,93,174,1,232
0,29,107,0,13253,220,0,187,199,199,0,90,0,38,7,187,0,0,1,187,0,0,79,0,39,199,20,1,220,76,199,98,29,128,187,0,0,120,0,220,0,37,107,220,167,0,98,0,82,128,0,0,7,0,8,220,80,0,1,0,0,580,167,220,1,167,167,0,100,120,1,29
0,161,220,0,13254,12,0,12,12,12,0,48,0,134,0,12,0,0,2,12,0,0,159,0,140,12,20,1,12,0,12,98,200,220,12,0,0,220,0,12,0,30,220,12,12,0,98,0,198,220,0,0,46,0,0,12,200,0,0,0,0,580,12,12,1,12,12,0,100,220,1,202
0,238,220,0,17471,220,0,12,12,220,0,85,0,62,8,220,0,0,0,220,0,0,234,0,36,12,2076,6,220,76,220,1,254,220,12,0,0,12,0,220,0,0,12,220,12,0,12,0,248,12,0,0,8,0,8,220,237,0,0,0,0,583,220,220,1,220,12,0,99,220,0,242
0,231,12,0,17472,12,0,12,12,12,0,97,0,231,0,12,0,0,1,12,0,0,231,0,231,12,2076,1,12,76,12,1,231,12,12,0,0,12,0,12,0,231,12,12,12,0,1,0,231,12,0,0,97,0,0,12,231,0,0,0,0,583,12,12,1,12,12,0,99,12,0,231
0,107,220,0,17473,220,0,220,220,220,1,92,0,180,0,220,0,0,2,220,0,0,219,0,232,220,2076,1,220,76,220,1,231,220,220,0,0,220,0,220,0,106,220,220,220,0,1,0,220,220,0,0,7,0,0,220,220,0,0,0,0,583,220,220,1,220,220,0,94,220,0,179
0,231,12,0,858,12,0,12,12,12,0,84,0,229,19,12,0,0,0,12,0,0,204,0,229,12,0,1,12,76,12,3,231,12,12,0,0,220,0,12,0,229,220,12,12,0,3,0,43,220,1,1,7,0,0,12,26,0,0,0,0,598,12,12,1,12,12,0,97,12,1,231
0,29,220,0,859,220,0,12,220,220,0,56,0,20,7,220,0,0,1,220,0,0,30,0,14,12,0,1,220,76,220,6,29,220,220,2,0,9,0,220,0,190,231,220,220,0,6,0,30,9,1,1,23,0,0,220,30,0,1,0,0,598,220,220,1,220,12,0,94,220,1,29
0,254,220,0,5516,12,0,0,12,12,0,94,0,57,0,12,0,0,2,12,0,0,32,0,27,0,0,1,12,85,12,49,26,220,12,0,0,220,0,12,0,254,220,12,12,0,49,0,28,220,0,0,5,0,0,12,29,0,0,0,0,598,12,12,1,12,0,0,89,220,1,55
350,27,220,0,3233,220,0,220,220,220,0,97,0,90,0,220,0,0,0,220,0,0,27,0,150,220,0,6,220,100,220,51,148,220,220,2,0,220,0,220,0,27,220,220,220,0,51,0,150,220,0,0,97,0,0,220,90,0,0,0,0,605,220,220,1,220,220,0,100,220,0,89
350,229,2,0,3234,2,0,23,135,135,0,97,0,230,0,23,0,0,1,23,0,0,230,0,230,135,0,6,2,100,135,51,229,135,23,2,0,23,0,23,0,230,2,135,2,0,51,0,230,135,0,0,97,0,0,23,230,0,0,0,0,605,2,135,1,2,2,0,88,23,0,229
350,101,220,0,5299,220,0,220,220,220,0,97,0,82,0,220,0,0,2,220,0,0,100,0,141,220,0,6,220,100,220,51,139,220,220,2,0,220,0,220,0,100,220,220,220,0,51,0,141,220,0,0,97,0,0,220,82,0,0,0,0,605,220,220,1,220,220,0,98,220,0,81
100350,29,12,0,4883,12,0,12,12,12,0,68,0,218,0,12,0,0,0,12,0,0,36,0,68,12,0,6,12,100,12,51,29,12,12,2,0,220,0,12,0,250,220,12,12,0,51,0,35,220,0,0,30,0,6,12,36,0,0,0,0,607,12,12,1,12,12,0,98,12,0,29
100350,240,12,0,4884,12,0,12,12,12,0,85,0,235,0,12,0,0,1,12,0,0,30,0,217,12,0,6,12,100,12,51,216,12,12,2,0,12,0,12,0,241,12,12,12,0,51,0,30,12,0,0,10,0,6,12,30,0,0,0,0,607,12,12,1,12,12,0,89,12,0,234
100350,252,12,0,5288,12,0,12,12,12,0,81,0,131,0,12,0,0,2,12,0,0,253,0,57,12,0,6,12,100,12,51,56,12,12,2,0,12,0,12,0,254,12,12,12,0,51,0,143,12,0,0,14,0,9,12,214,0,0,0,0,607,12,12,1,12,12,0,93,12,0,130
0,231,220,0,9435,12,0,12,220,220,0,83,0,166,8,12,0,0,0,220,0,0,32,0,25,12,50,41,12,86,12,17,33,220,220,0,0,220,0,12,0,232,220,12,220,0,17,0,33,220,1,0,14,0,0,12,32,0,0,0,0,621,12,12,1,220,12,0,97,220,1,168
0,36,12,0,9436,220,0,220,12,12,0,91,0,40,7,220,0,0,1,12,0,0,233,0,44,220,50,41,220,76,220,17,43,12,12,0,0,12,0,220,0,36,12,220,12,0,17,0,25,12,1,0,7,0,0,220,168,0,0,0,0,621,220,220,1,12,220,0,97,12,1,40
0,0,12,0,9437,220,0,220,12,12,0,88,0,150,0,220,0,0,2,12,0,0,25,0,201,220,50,41,220,86,220,17,201,12,12,0,0,12,0,220,0,0,12,220,12,0,17,0,70,12,1,0,8,0,0,220,45,0,0,0,0,621,220,220,1,12,220,0,100,12,1,150
0,0,220,0,9423,0,0,122,70,220,0,97,0,224,7,122,0,0,0,220,0,0,254,0,0,70,10,5,220,76,70,1,69,220,122,0,0,122,0,122,0,254,0,70,0,0,1,0,0,70,0,0,97,0,9,220,224,0,1,0,0,634,0,220,1,220,0,0,99,220,0,122
0,231,164,0,9424,164,0,139,91,91,0,94,0,43,0,139,0,0,1,139,0,0,163,0,33,91,10,5,164,76,91,1,231,91,139,0,0,139,0,139,0,21,164,91,164,0,1,0,92,91,0,0,5,0,9,139,139,0,0,0,0,634,164,91,1,164,164,0,99,139,0,231
0,127,220,0,9425,220,0,220,220,220,0,98,0,201,0,220,0,0,2,220,0,0,122,0,146,220,10,5,220,76,220,1,149,220,220,0,0,220,0,220,0,122,220,220,220,0,1,0,146,220,0,0,98,0,0,220,201,0,0,0,0,634,220,220,1,220,220,3,99,220,0,203
0,231,12,0,3693,73,0,220,220,12,0,71,0,111,14,220,0,0,0,12,0,0,231,0,36,220,10,1,12,76,220,1,231,12,220,0,0,220,0,167,1,238,220,185,220,0,10,0,202,220,0,1,20,0,0,12,212,0,0,0,0,645,220,12,0,12,220,0,99,12,0,231
0,192,220,0,3694,188,0,220,220,220,0,88,0,53,13,220,0,0,1,220,0,0,192,0,53,220,10,1,220,76,220,1,173,220,220,0,0,12,0,177,1,52,12,158,220,0,10,0,172,12,0,1,6,0,0,220,186,0,0,0,0,645,220,220,0,220,220,0,91,220,0,187
0,247,12,0,13164,12,0,12,12,12,0,95,0,201,0,12,0,0,2,12,0,0,246,0,23,12,10,1,12,76,12,1,25,12,12,0,0,12,0,12,1,246,12,12,12,0,1,0,23,12,0,0,95,0,0,12,201,0,0,0,0,645,12,12,0,12,12,0,99,12,0,202
4,231,220,0,872,12,0,12,220,220,0,77,0,230,0,12,0,0,0,220,0,0,41,0,230,12,0,1,12,100,12,94,231,220,220,0,0,220,0,12,0,230,220,12,220,0,94,0,41,220,1,0,21,0,0,12,41,0,0,0,0,670,12,12,1,220,12,0,94,220,1,231
4,25,20,0,873,99,0,135,127,127,0,98,0,47,0,135,0,0,1,135,0,0,26,0,100,127,0,1,99,100,127,94,110,83,135,0,0,38,0,135,0,26,20,127,99,0,94,0,100,83,1,0,98,0,0,135,47,0,0,0,0,670,99,127,1,99,99,0,94,38,1,49
4,117,117,0,4005,72,0,95,27,27,0,92,0,145,0,95,0,0,2,95,0,0,74,0,43,27,0,1,72,100,27,94,42,43,95,0,0,145,0,95,0,117,117,27,72,0,94,0,26,43,0,0,7,0,0,95,97,0,0,0,0,670,72,27,1,72,72,0,94,145,1,145
4,231,24,0,876,220,0,220,220,175,0,90,0,118,5,220,0,0,0,118,0,0,230,0,175,220,4,6,24,100,220,4,231,175,220,0,0,220,0,220,0,26,220,220,220,0,4,0,230,220,1,0,8,0,0,118,230,0,0,0,0,673,220,175,1,24,220,0,95,118,0,231
4,22,220,0,877,0,0,75,186,220,0,98,0,232,0,75,0,0,1,220,0,0,232,0,232,186,4,6,220,100,186,4,178,220,75,0,0,75,0,75,0,232,0,186,0,0,4,0,232,186,1,0,98,0,0,220,232,0,1,0,0,673,0,220,1,220,0,0,98,220,0,104
4,30,220,0,5518,220,0,220,220,220,0,94,0,30,0,220,0,0,2,220,0,0,30,0,30,220,0,6,220,100,220,4,30,220,220,0,0,220,0,220,0,30,220,220,220,0,4,0,30,220,0,0,94,0,0,220,30,0,0,0,0,673,220,220,1,220,220,0,88,220,0,30
4,20,220,0,878,220,0,220,220,220,0,92,0,67,0,220,0,0,0,220,0,0,224,0,121,220,4,1,220,100,220,10,104,220,220,0,0,220,0,220,0,23,220,220,220,0,10,0,226,220,1,0,7,0,0,220,225,0,0,0,0,674,220,220,0,220,220,0,99,220,0,58
4,201,23,0,879,23,0,67,120,120,0,94,0,231,0,67,0,0,1,67,0,0,24,0,231,120,4,1,23,100,120,10,201,120,67,0,0,67,0,67,0,231,23,120,23,0,10,0,120,120,1,0,5,0,0,67,67,0,1,0,0,674,23,120,0,23,23,0,99,67,0,201
4,30,220,0,5519,220,0,220,220,220,0,93,0,29,0,220,0,0,2,220,0,0,228,0,29,220,0,1,220,76,220,10,30,220,220,0,0,220,0,220,0,29,220,220,220,0,10,0,228,220,0,0,5,0,0,220,228,0,0,0,0,674,220,220,0,220,220,0,88,220,0,30
4,2,255,0,882,29,0,68,155,1,0,70,0,209,7,68,0,0,0,241,0,0,2,0,12,155,4,1,255,100,155,1,192,1,68,0,0,68,0,68,0,236,29,155,29,0,1,0,190,155,1,0,24,0,0,241,107,0,0,0,0,680,29,1,1,255,29,0,97,241,0,107
4,231,12,0,883,12,0,12,12,12,0,70,0,231,7,12,0,0,1,12,0,0,30,0,231,12,4,1,12,100,12,1,231,12,12,0,0,12,0,12,0,231,12,12,12,0,1,0,30,12,1,0,25,0,0,12,30,0,1,0,0,680,12,12,1,12,12,0,97,12,0,231
4,238,220,0,7240,220,0,220,220,220,1,85,0,29,0,220,0,0,2,220,0,0,132,0,35,220,0,1,220,76,220,1,35,220,220,0,0,220,0,220,0,239,220,220,220,0,1,0,64,220,0,0,14,0,1,220,47,0,0,0,0,680,220,220,1,220,220,0,94,220,0,29
4,0,246,0,884,25,0,98,175,175,0,69,0,233,2,98,0,0,0,98,0,0,229,0,67,175,4,1,25,100,175,94,195,54,98,0,0,228,0,98,0,252,246,175,25,0,94,0,37,54,1,0,26,0,8,98,158,0,0,0,0,681,25,175,1,25,25,0,100,228,1,87
4,14,39,0,1815,220,0,220,220,220,0,92,0,31,7,220,0,0,1,220,0,0,15,0,57,220,4,1,220,100,220,94,60,80,220,0,0,59,0,220,0,15,39,220,220,0,94,0,57,80,1,0,92,0,8,220,31,0,0,0,0,681,220,220,1,220,220,0,100,59,1,32
4,3,3,0,6556,220,0,220,220,220,1,76,0,167,0,220,0,0,2,220,0,0,15,0,92,220,0,1,220,100,220,94,92,92,220,0,0,168,0,220,0,3,3,220,220,0,94,0,87,92,0,0,23,0,10,220,114,0,0,0,0,681,220,220,1,220,220,0,94,168,1,167
39,30,249,0,1817,12,0,12,12,23,0,96,0,206,9,12,0,0,0,216,0,0,232,0,29,12,0,96,249,100,12,182,30,23,12,0,0,12,0,12,0,232,12,12,12,0,182,0,29,12,0,1,96,0,0,216,206,0,0,0,0,687,12,23,1,249,12,0,86,216,1,30
39,32,221,0,1816,221,0,239,46,46,0,85,0,29,7,239,-1,0,1,239,0,0,205,0,31,46,0,96,221,100,46,182,29,46,239,0,0,239,0,239,0,33,221,46,221,0,182,0,55,46,0,1,7,0,9,239,221,0,0,0,0,687,221,46,1,221,221,0,89,239,1,28
39,127,220,0,4192,220,0,220,220,220,0,89,0,57,0,220,0,0,2,220,0,0,157,0,130,220,0,96,220,100,220,182,128,220,220,0,0,220,0,220,0,128,220,220,220,0,182,0,162,220,0,1,6,0,0,220,120,0,0,0,0,687,220,220,1,220,220,0,69,220,1,53
39,31,220,0,1819,220,0,220,220,220,0,93,0,28,0,220,0,0,0,220,0,0,28,0,28,220,0,96,220,100,220,182,30,220,220,0,0,220,0,220,0,28,220,220,220,0,182,0,28,220,0,1,93,0,0,220,28,0,0,0,0,688,220,220,1,220,220,0,87,220,1,30
39,231,101,0,1818,101,0,75,61,61,0,86,0,218,0,75,-1,0,1,75,0,0,231,0,199,61,0,96,101,100,61,182,198,61,75,0,0,75,0,75,0,231,101,61,101,0,182,0,199,61,0,1,86,0,9,75,218,0,0,0,0,688,101,61,1,101,101,0,89,75,1,218
39,105,12,0,4190,12,0,12,12,12,0,79,0,227,0,12,0,0,2,12,0,0,81,0,119,12,0,96,12,100,12,182,105,12,12,0,0,12,0,12,0,126,12,12,12,0,182,0,93,12,0,1,15,0,0,12,169,0,0,0,0,688,12,12,1,12,12,0,47,12,1,192
39,30,220,0,1821,220,0,220,220,220,0,83,0,27,0,220,0,0,0,220,0,0,196,0,27,220,0,96,220,100,220,182,30,220,220,0,0,220,0,220,0,33,220,220,220,0,182,0,37,220,0,1,13,0,0,220,33,0,0,0,0,689,220,220,1,220,220,0,93,220,1,30
39,214,12,0,1820,12,0,12,12,12,0,85,0,199,0,12,-1,0,1,12,0,0,47,0,185,12,0,96,12,100,12,182,190,12,12,0,0,12,0,12,0,209,12,12,12,0,182,0,44,12,0,1,12,0,9,12,42,0,0,0,0,689,12,12,1,12,12,0,89,12,1,204
39,35,220,0,3936,220,0,220,220,220,0,78,0,126,0,220,0,0,2,220,0,0,4,0,179,220,0,96,220,100,220,182,181,220,220,0,0,220,0,220,0,78,220,220,220,0,182,0,195,220,0,1,11,0,0,220,135,0,0,0,0,689,220,220,1,220,220,0,48,220,1,122
39,41,220,0,1823,220,0,220,220,220,0,87,0,43,0,220,0,0,0,220,0,0,130,0,60,220,0,96,220,100,220,182,66,220,220,0,0,220,0,220,0,42,220,220,220,0,182,0,45,220,0,1,10,0,0,220,35,0,0,0,0,691,220,220,1,220,220,0,93,220,1,48
39,231,12,0,1822,12,0,12,12,12,0,72,0,230,0,12,-1,0,1,12,0,0,49,0,230,12,0,96,12,0,12,182,231,12,12,0,0,12,0,12,0,229,12,12,12,0,182,0,67,12,0,1,13,0,9,12,51,0,0,0,0,691,12,12,1,12,12,0,89,12,1,231
39,231,220,0,4256,220,0,220,220,220,0,85,0,109,0,220,0,0,2,220,0,0,244,0,80,220,0,96,220,100,220,182,85,220,220,0,0,220,0,220,0,225,220,220,220,0,182,0,122,220,0,1,9,0,0,220,155,0,0,0,0,691,220,220,1,220,220,0,63,220,1,113
39,231,220,0,1825,220,0,220,220,220,0,91,0,34,9,220,0,0,0,220,0,0,232,0,38,220,0,96,220,100,220,182,38,220,220,0,0,220,0,220,0,231,220,220,220,0,182,0,232,220,0,1,8,0,0,220,232,0,0,0,0,693,220,220,1,220,220,0,86,220,1,34
39,172,29,0,1824,18,0,27,77,77,0,72,0,192,0,27,-1,0,1,26,0,0,237,0,211,77,0,96,18,0,77,182,209,77,26,0,0,26,0,27,0,176,29,77,29,0,182,0,240,77,0,1,16,0,9,27,238,0,0,0,0,693,18,77,1,29,18,0,89,26,1,189
39,40,220,0,3937,220,0,220,220,220,0,82,0,28,0,220,0,0,2,220,0,0,68,0,28,220,0,96,220,100,220,182,41,220,220,0,0,220,0,220,0,29,220,220,220,0,182,0,72,220,0,1,15,0,0,220,69,0,0,0,0,693,220,220,1,220,220,0,71,220,1,40
39,0,152,0,1827,146,0,193,240,240,0,97,0,0,7,193,0,0,0,193,0,0,0,0,1,240,0,96,146,100,240,182,0,240,193,0,0,193,0,193,0,0,152,240,152,0,182,0,1,240,0,1,97,0,0,193,0,0,0,0,0,694,146,240,1,152,146,0,82,193,1,0
39,209,25,0,1826,25,0,70,41,41,0,91,0,228,0,70,-1,0,1,71,0,0,209,0,222,42,0,96,25,0,42,182,222,41,71,0,0,71,0,70,0,209,25,42,25,0,182,0,222,41,0,1,91,0,9,70,228,0,0,0,0,694,25,42,1,25,25,0,96,71,1,228
39,35,220,0,4191,220,0,220,220,220,0,81,0,126,0,220,0,0,2,220,0,0,4,0,179,220,0,96,220,87,220,182,181,220,220,0,0,220,0,220,0,78,220,220,220,0,182,0,195,220,0,1,11,0,0,220,135,0,0,0,0,694,220,220,1,220,220,0,48,220,1,122
39,34,220,0,1829,220,0,220,220,220,0,70,0,37,7,220,0,0,0,220,0,0,43,0,64,220,0,96,220,100,220,182,90,220,220,0,0,220,0,220,0,191,220,220,220,0,182,0,102,220,0,1,18,0,0,220,54,0,0,0,0,695,220,220,1,220,220,0,82,220,1,49
39,198,43,0,1828,43,0,48,66,66,0,88,0,213,0,48,-1,0,1,48,0,0,218,0,221,66,0,96,43,0,66,182,221,66,48,0,0,48,0,48,0,198,43,66,43,0,182,0,101,66,0,1,9,0,9,48,97,0,0,0,0,695,43,66,1,43,43,0,89,48,1,213
39,35,220,0,4253,220,0,220,220,220,0,81,0,126,0,220,0,0,2,220,0,0,4,0,179,220,0,96,220,87,220,182,181,220,220,0,0,220,0,220,0,78,220,220,220,0,182,0,195,220,0,1,11,0,0,220,135,0,0,0,0,695,220,220,1,220,220,0,48,220,1,122
39,167,29,0,1831,18,0,27,77,77,0,84,0,185,0,27,-1,0,0,26,0,0,28,0,224,77,0,96,18,0,77,182,224,77,26,0,0,26,0,27,0,167,29,77,29,0,182,0,66,77,0,1,8,0,9,27,43,0,0,0,0,696,18,77,1,29,18,0,90,26,1,184
39,25,146,0,1830,152,0,193,240,240,0,75,0,46,0,193,0,0,1,193,0,0,99,0,74,240,0,96,152,100,240,182,64,240,193,0,0,193,0,193,0,35,146,240,146,0,182,0,132,240,0,1,19,0,0,193,81,0,0,0,0,696,152,240,1,146,146,0,86,193,1,41
39,127,220,0,4255,220,0,220,220,220,0,89,0,57,0,220,0,0,2,220,0,0,157,0,130,220,0,96,220,87,220,182,128,220,220,0,0,220,0,220,0,128,220,220,220,0,182,0,162,220,0,1,6,0,0,220,120,0,0,0,0,696,220,220,1,220,220,0,69,220,1,53
39,254,29,0,1833,18,0,27,77,77,0,85,0,254,0,27,0,0,0,26,0,0,46,0,254,77,0,96,18,100,77,182,254,77,26,0,0,26,0,27,0,254,29,77,29,0,182,0,76,77,0,1,7,0,0,27,50,0,0,0,0,697,18,77,1,29,18,0,82,26,1,254
39,30,240,0,1832,240,0,174,104,104,0,93,0,26,0,174,-1,0,1,174,0,0,32,0,60,104,0,96,240,100,104,182,58,104,174,0,0,174,0,174,0,32,240,104,240,0,182,0,60,104,0,1,93,0,9,174,26,0,0,0,0,697,240,104,1,240,240,0,100,174,1,26
39,35,220,0,3935,220,0,220,220,220,0,80,0,126,0,220,0,0,2,220,0,0,4,0,179,220,0,96,220,87,220,182,181,220,220,0,0,220,0,220,0,78,220,220,220,0,182,0,195,220,0,1,11,0,0,220,135,0,0,0,0,697,220,220,1,220,220,0,48,220,1,122
39,221,12,0,1835,220,0,220,220,12,0,84,0,84,0,220,-1,0,0,12,0,0,192,0,37,220,0,96,12,0,220,182,231,12,220,0,0,220,0,220,0,209,220,220,220,0,182,0,20,220,0,1,7,0,9,12,44,0,0,0,0,698,220,12,1,12,220,0,90,12,1,222
39,31,167,0,1834,168,0,169,172,172,0,72,0,48,0,169,0,0,1,169,0,0,208,0,68,173,0,96,168,100,173,182,56,172,169,0,0,169,0,169,0,41,167,173,167,0,182,0,61,172,0,1,13,0,0,169,82,0,0,0,0,698,168,173,1,167,168,0,91,169,1,39
39,35,220,0,4254,220,0,220,220,220,0,81,0,126,0,220,0,0,2,220,0,0,4,0,179,220,0,96,220,87,220,182,181,220,220,0,0,220,0,220,0,78,220,220,220,0,182,0,195,220,0,1,11,0,0,220,135,0,0,0,0,698,220,220,1,220,220,0,48,220,1,122
0,30,220,0,885,12,0,12,12,220,0,80,0,209,8,12,0,0,0,220,0,0,30,0,31,12,56,1,220,100,12,12,30,220,12,0,0,12,0,12,0,223,12,12,12,0,12,0,30,12,0,0,15,0,0,220,30,0,0,0,0,700,12,220,0,220,12,0,93,220,0,30
0,30,220,0,886,220,0,220,220,220,0,89,0,0,0,220,0,0,1,220,0,0,227,0,18,220,56,1,220,76,220,12,30,220,220,0,0,220,0,220,0,159,220,220,220,0,12,0,226,220,0,0,5,0,0,220,226,0,0,0,0,700,220,220,0,220,220,0,92,220,1,30
0,66,220,0,5521,220,0,220,220,220,0,100,0,183,0,220,0,0,2,220,0,0,66,0,131,220,56,1,220,84,220,12,131,220,220,0,0,220,0,220,0,66,220,220,220,0,12,0,131,220,0,0,100,0,0,220,183,0,0,0,0,700,220,220,1,220,220,0,100,220,1,183
0,0,49,0,3610,49,0,220,220,142,0,94,0,231,11,76,0,0,0,76,0,0,231,0,231,220,56,6,49,100,142,101,139,142,220,0,0,76,0,76,0,231,49,142,220,0,101,0,231,142,0,0,94,0,11,76,231,0,0,0,0,702,49,142,1,49,220,0,93,76,0,49
0,29,220,0,3611,220,0,220,220,220,0,91,0,1,0,220,0,0,1,220,0,0,229,0,17,220,56,6,220,100,220,101,29,220,220,0,0,220,0,220,0,173,220,220,220,0,101,0,229,220,0,0,7,0,0,220,229,0,0,0,0,702,220,220,1,220,220,0,92,220,0,29
0,157,220,0,5522,220,0,220,220,220,0,100,0,70,0,220,0,0,2,220,0,0,158,0,171,220,56,6,220,86,220,1,170,220,220,0,0,220,0,220,0,158,220,220,220,0,1,0,171,220,0,0,100,0,0,220,70,0,0,0,0,702,220,220,1,220,220,0,100,220,0,70
0,1,220,0,889,54,0,100,67,220,0,91,0,231,11,100,0,0,0,220,0,0,5,0,231,67,56,1,220,100,67,2,59,220,100,0,0,100,0,100,0,231,54,67,54,0,2,0,65,67,0,0,6,0,0,220,124,0,0,0,0,708,54,220,1,220,54,0,98,220,0,130
0,29,232,0,890,232,0,208,73,73,0,61,0,30,11,208,0,0,1,208,0,0,253,0,30,73,56,1,232,100,73,2,29,73,208,0,0,208,0,208,0,30,232,73,232,0,2,0,76,73,0,0,37,0,0,208,225,0,0,0,0,708,232,73,1,232,232,0,98,208,0,29
0,122,220,0,6951,220,0,220,220,220,0,100,0,124,0,220,0,0,2,220,0,0,122,0,144,220,56,1,220,76,220,2,144,220,220,0,0,220,0,220,0,122,220,220,220,0,2,0,144,220,0,0,100,0,0,220,124,0,0,0,0,708,220,220,1,220,220,0,100,220,0,124
0,34,220,0,891,51,0,220,220,220,0,91,0,181,0,56,0,0,0,220,0,0,32,0,221,220,56,1,220,100,70,252,87,220,220,2,0,220,0,56,0,108,220,70,220,0,251,0,80,220,0,0,7,0,0,220,46,0,0,0,0,710,51,220,1,220,220,0,98,220,0,50
0,231,51,0,892,112,0,12,70,70,0,86,0,231,0,12,0,0,1,56,0,0,28,0,231,12,56,1,112,100,12,251,231,70,56,0,0,56,0,170,0,231,51,219,51,0,251,0,71,70,0,0,5,0,0,170,40,0,0,0,0,710,12,219,1,51,12,0,97,56,0,231
