position5,offset6y,position1,pos4role,pos5role,offset8x,offset0y,position10,attackers,offset4y,formationname,pos6role,offset8y,offset1y,offset3y,offensiverating,offset5y,position8,offset4x,pos7role,offset0x,defenders,offset6x,position0,position4,position3,offset10y,pos2role,relativeformationid,offset7y,position7,offset7x,pos1role,offset10x,formationaudioid,pos3role,position6,offset9y,teamid,pos9role,offset2y,formationfullnameid,position2,formationid,offset2x,pos10role,position9,offset9x,offset5x,pos8role,offset3x,offset1x,midfielders,pos0role
9,0.350000,3,8450,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8581,0.500000,14,12737,11,0.670000,696,29570,0.150000,3,4,246,0.650000,38341,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,4161
12,0.500000,3,8386,25602,0.350000,0.020000,25,1.000000,0.220000,4-5-1,21314,0.500000,0.220000,0.150000,2,0.560000,15,0.100000,21314,0.500000,4.000000,0.650000,0,7,6,0.850000,12737,20,0.480000,14,0.500000,8581,0.500000,15,12865,13,0.560000,697,25667,0.150000,19,4,247,0.650000,38405,16,0.100000,0.900000,21314,0.350000,0.900000,5.000000,4161
13,0.500000,4,25602,21314,0.500000,0.020000,26,2.500000,0.560000,3-4-1-2,21185,0.670000,0.150000,0.150000,4,0.500000,18,0.900000,25602,0.500000,3.000000,0.350000,0,12,6,0.870000,12737,23,0.560000,16,0.100000,12865,0.400000,1,12737,15,0.870000,698,38405,0.175000,29,5,248,0.500000,38405,24,0.600000,0.650000,29570,0.300000,0.700000,4.500000,4226
13,0.500000,4,25602,21314,0.900000,0.020000,27,3.000000,0.560000,3-4-3,21314,0.800000,0.150000,0.150000,4,0.500000,23,0.900000,25729,0.500000,3.000000,0.350000,0,12,6,0.800000,12737,25,0.560000,16,0.100000,12865,0.100000,0,12737,15,0.850000,700,38405,0.175000,2,5,249,0.500000,33794,25,0.500000,0.650000,33794,0.300000,0.700000,4.000000,5827
9,0.350000,3,8450,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8450,0.500000,14,12737,11,0.670000,702,29570,0.150000,3,4,250,0.650000,38405,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,5827
9,0.350000,3,8581,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12802,4,0.600000,12,0.900000,8450,0.500000,14,12737,11,0.670000,708,29576,0.150000,3,4,251,0.650000,38405,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,4161
9,0.350000,3,8450,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8450,0.500000,14,12865,11,0.670000,710,29570,0.150000,3,4,252,0.650000,38341,18,0.500000,0.650000,25605,0.350000,0.900000,4.000000,4161
9,0.350000,3,8450,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25794,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8450,0.500000,14,12737,11,0.670000,711,29570,0.150000,3,4,253,0.650000,38405,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,4161
13,0.500000,4,25605,21185,0.900000,0.020000,27,3.000000,0.560000,3-4-3,21185,0.800000,0.150000,0.150000,4,0.500000,23,0.900000,25605,0.500000,3.000000,0.350000,0,12,6,0.800000,12737,25,0.560000,16,0.100000,12737,0.100000,0,12737,15,0.850000,717,38405,0.175000,2,5,254,0.500000,33986,25,0.500000,0.650000,33797,0.300000,0.700000,4.000000,4161
10,0.500000,3,8581,17089,0.900000,0.020000,27,3.000000,0.220000,4-3-3,21314,0.800000,0.220000,0.150000,3,0.330000,23,0.100000,21314,0.500000,4.000000,0.650000,0,7,6,0.800000,12737,9,0.500000,15,0.350000,8581,0.100000,6,12737,13,0.850000,718,38341,0.150000,7,4,255,0.650000,33794,25,0.500000,0.500000,33794,0.350000,0.900000,3.000000,4161
10,0.600000,3,8386,17089,0.350000,0.020000,25,1.000000,0.220000,4-1-4-1,25602,0.500000,0.220000,0.150000,2,0.330000,15,0.100000,21314,0.500000,4.500000,0.900000,0,7,6,0.850000,12737,2,0.500000,13,0.650000,8386,0.500000,15,12737,12,0.600000,741,25602,0.150000,31,4,256,0.650000,38341,16,0.100000,0.500000,21185,0.350000,0.900000,4.500000,5827
9,0.350000,3,8386,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25729,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8386,0.500000,14,12737,11,0.670000,744,29570,0.150000,3,4,257,0.650000,38213,18,0.500000,0.650000,25729,0.350000,0.900000,4.000000,4226
9,0.350000,3,8450,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17155,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8386,0.500000,14,12802,11,0.670000,748,29570,0.150000,3,4,258,0.650000,38213,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,4161
7,0.330000,3,12737,8450,0.350000,0.020000,26,2.000000,0.150000,5-3-2,17089,0.500000,0.220000,0.175000,1,0.220000,15,0.300000,21314,0.500000,5.000000,0.500000,0,6,5,0.850000,12737,31,0.500000,13,0.650000,8450,0.400000,4,12737,10,0.850000,753,38405,0.150000,24,4,259,0.700000,38405,24,0.600000,0.100000,21314,0.500000,0.900000,3.000000,4226
13,0.500000,4,25602,21442,0.500000,0.020000,26,2.500000,0.560000,3-4-1-2,21251,0.670000,0.150000,0.150000,4,0.500000,18,0.900000,25729,0.500000,3.000000,0.350000,0,12,6,0.870000,12802,23,0.560000,16,0.100000,14145,0.400000,1,12737,15,0.870000,780,38341,0.175000,29,5,260,0.500000,38405,24,0.600000,0.650000,29634,0.300000,0.700000,4.500000,5827
12,0.500000,3,8452,25797,0.100000,0.020000,26,2.000000,0.220000,4-4-2,21314,0.600000,0.220000,0.150000,2,0.600000,16,0.100000,21251,0.500000,4.000000,0.650000,0,7,6,0.850000,12865,16,0.500000,15,0.350000,8452,0.400000,10,12737,13,0.850000,819,38405,0.150000,11,4,261,0.650000,38275,24,0.600000,0.900000,25602,0.350000,0.900000,4.000000,5827
7,0.330000,3,12865,8386,0.350000,0.020000,26,2.000000,0.150000,5-3-2,17089,0.500000,0.220000,0.175000,1,0.220000,15,0.300000,21442,0.500000,5.000000,0.500000,0,6,5,0.850000,12737,31,0.500000,13,0.650000,8386,0.400000,4,12737,10,0.850000,822,38405,0.150000,24,4,262,0.700000,38341,24,0.600000,0.100000,21251,0.500000,0.900000,3.000000,4161
9,0.350000,3,8581,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17155,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12865,4,0.600000,12,0.900000,8513,0.500000,14,12737,11,0.670000,834,29570,0.150000,3,4,263,0.650000,38405,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,4161
12,0.500000,3,8450,25794,0.100000,0.020000,25,1.500000,0.220000,4-4-1-1,21314,0.560000,0.220000,0.150000,2,0.560000,16,0.100000,21381,0.500000,4.000000,0.650000,0,7,6,0.870000,12737,18,0.500000,15,0.350000,8581,0.500000,14,12737,13,0.670000,873,29634,0.150000,18,4,264,0.650000,38341,18,0.500000,0.900000,25602,0.350000,0.900000,4.500000,5827
13,0.500000,4,25602,21381,0.500000,0.020000,26,2.500000,0.560000,3-4-1-2,21314,0.670000,0.150000,0.150000,4,0.500000,18,0.900000,25602,0.500000,3.000000,0.350000,0,12,6,0.870000,12737,23,0.560000,16,0.100000,12737,0.400000,1,12737,15,0.870000,894,38405,0.175000,29,5,265,0.500000,38213,24,0.600000,0.650000,29570,0.300000,0.700000,4.500000,5827
9,0.350000,3,8581,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,18306,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8581,0.500000,14,12737,11,0.670000,896,29570,0.150000,3,4,266,0.650000,38213,18,0.500000,0.650000,25794,0.350000,0.900000,4.000000,5827
9,0.350000,3,8450,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8581,0.500000,14,12737,11,0.670000,897,29570,0.150000,3,4,267,0.650000,38405,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,5827
12,0.500000,4,17089,25729,0.100000,0.020000,26,2.000000,0.350000,3-1-4-2,21314,0.560000,0.150000,0.150000,3,0.560000,16,0.500000,21442,0.500000,3.500000,0.650000,0,10,6,0.850000,12737,22,0.500000,15,0.350000,12737,0.400000,1,12737,13,0.850000,898,38405,0.175000,28,5,268,0.500000,38341,24,0.600000,0.900000,25602,0.300000,0.700000,4.500000,4161
9,0.350000,3,8581,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25667,0.500000,5.000000,0.350000,0,7,6,0.870000,12802,4,0.600000,12,0.900000,8581,0.500000,14,12737,11,0.670000,900,29570,0.150000,3,4,269,0.650000,38213,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,5827
10,0.500000,3,8450,17155,0.900000,0.020000,27,3.000000,0.220000,4-3-3,21314,0.800000,0.220000,0.150000,3,0.330000,23,0.100000,21445,0.500000,4.000000,0.650000,0,7,6,0.800000,12865,9,0.500000,15,0.350000,8450,0.100000,6,12865,13,0.850000,918,38213,0.150000,7,4,270,0.650000,33861,25,0.500000,0.500000,33989,0.350000,0.900000,3.000000,5827
10,0.500000,3,8581,17155,0.900000,0.020000,27,3.000000,0.220000,4-3-3,21381,0.800000,0.220000,0.150000,3,0.330000,23,0.100000,21445,0.500000,4.000000,0.650000,0,7,6,0.800000,12865,9,0.500000,15,0.350000,8450,0.100000,6,12865,13,0.850000,919,38341,0.150000,7,4,271,0.650000,33989,25,0.500000,0.500000,33794,0.350000,0.900000,3.000000,5827
12,0.500000,3,8386,25667,0.100000,0.020000,26,2.000000,0.220000,4-4-2,21314,0.600000,0.220000,0.150000,2,0.600000,16,0.100000,21381,0.500000,4.000000,0.650000,0,7,6,0.850000,12737,16,0.500000,15,0.350000,9987,0.400000,10,12865,13,0.850000,920,38405,0.150000,11,4,272,0.650000,38405,24,0.600000,0.900000,25602,0.350000,0.900000,4.000000,5827
10,0.500000,3,8386,17089,0.900000,0.020000,27,3.000000,0.220000,4-3-3,21314,0.800000,0.220000,0.150000,3,0.330000,23,0.100000,21381,0.500000,4.000000,0.650000,0,7,6,0.800000,12865,9,0.500000,15,0.350000,8581,0.100000,6,12802,13,0.850000,922,38405,0.150000,7,4,273,0.650000,33794,25,0.500000,0.500000,33794,0.350000,0.900000,3.000000,5827
13,0.500000,4,25729,21191,0.750000,0.020000,25,2.000000,0.560000,3-4-2-1,21251,0.700000,0.150000,0.150000,3,0.500000,17,0.900000,25729,0.500000,3.000000,0.350000,0,12,6,0.870000,12870,24,0.560000,16,0.100000,12806,0.500000,19,12806,15,0.700000,974,29634,0.175000,21,5,274,0.500000,38346,19,0.250000,0.650000,29576,0.300000,0.700000,5.000000,4226
12,0.500000,3,8386,25602,0.100000,0.020000,26,2.000000,0.220000,4-4-2,21251,0.600000,0.220000,0.150000,2,0.600000,16,0.100000,21185,0.500000,4.000000,0.650000,0,7,6,0.850000,12737,16,0.500000,15,0.350000,9987,0.400000,10,12737,13,0.850000,980,38405,0.150000,11,4,275,0.650000,38275,24,0.600000,0.900000,25602,0.350000,0.900000,4.000000,4161
10,0.600000,3,8450,17089,0.350000,0.020000,25,1.000000,0.220000,4-1-4-1,25602,0.500000,0.220000,0.150000,2,0.330000,15,0.100000,21314,0.500000,4.500000,0.900000,0,7,6,0.850000,12802,2,0.500000,13,0.650000,8450,0.500000,15,12865,12,0.600000,982,25667,0.150000,31,4,276,0.650000,38341,16,0.100000,0.500000,21314,0.350000,0.900000,4.500000,4161
12,0.500000,4,18306,25602,0.100000,0.020000,26,2.000000,0.350000,3-1-4-2,21442,0.560000,0.150000,0.150000,3,0.560000,16,0.500000,21251,0.500000,3.500000,0.650000,0,10,6,0.850000,12737,22,0.500000,15,0.350000,12806,0.400000,1,12802,13,0.850000,1013,38213,0.175000,28,5,277,0.500000,38213,24,0.600000,0.900000,25602,0.300000,0.700000,4.500000,4161
10,0.500000,3,8386,17089,0.900000,0.020000,27,3.000000,0.220000,4-3-3,21314,0.800000,0.220000,0.150000,3,0.330000,23,0.100000,21314,0.500000,4.000000,0.650000,0,7,6,0.800000,12737,9,0.500000,15,0.350000,8386,0.100000,6,12737,13,0.850000,1035,38405,0.150000,7,4,278,0.650000,33794,25,0.500000,0.500000,33794,0.350000,0.900000,3.000000,4161
10,0.600000,3,8386,17089,0.350000,0.020000,25,1.000000,0.220000,4-1-4-1,25794,0.500000,0.220000,0.150000,2,0.330000,15,0.100000,21442,0.500000,4.500000,0.900000,0,7,6,0.850000,12737,2,0.500000,13,0.650000,8386,0.500000,15,12737,12,0.600000,1041,25602,0.150000,31,4,279,0.650000,38405,16,0.100000,0.500000,21185,0.350000,0.900000,4.500000,4161
12,0.500000,3,8386,25602,0.100000,0.020000,26,2.000000,0.220000,4-4-2,21314,0.600000,0.220000,0.150000,2,0.600000,16,0.100000,21314,0.500000,4.000000,0.650000,0,7,6,0.850000,12737,16,0.500000,15,0.350000,8386,0.400000,10,12737,13,0.850000,1043,38405,0.150000,11,4,280,0.650000,38405,24,0.600000,0.900000,25602,0.350000,0.900000,4.000000,4161
10,0.600000,3,8386,17089,0.350000,0.020000,25,1.000000,0.220000,4-1-4-1,25602,0.500000,0.220000,0.150000,2,0.330000,15,0.100000,21314,0.500000,4.500000,0.900000,0,7,6,0.850000,12865,2,0.500000,13,0.650000,8386,0.500000,15,12737,12,0.600000,1053,25602,0.150000,31,4,281,0.650000,38275,16,0.100000,0.500000,21381,0.350000,0.900000,4.500000,4161
10,0.500000,3,8450,17155,0.900000,0.020000,27,3.000000,0.220000,4-3-3,21381,0.800000,0.220000,0.150000,3,0.330000,23,0.100000,21314,0.500000,4.000000,0.650000,0,7,6,0.800000,12865,9,0.500000,15,0.350000,8450,0.100000,6,12865,13,0.850000,1318,38275,0.150000,7,4,282,0.650000,33989,25,0.500000,0.500000,33797,0.350000,0.900000,3.000000,4226
9,0.350000,3,8581,17089,0.500000,0.020000,25,1.000000,0.220000,4-2-3-1,18306,0.670000,0.220000,0.150000,2,0.350000,18,0.100000,29637,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,3,0.670000,17,0.850000,8450,0.500000,14,12737,11,0.670000,1322,29570,0.150000,16,4,283,0.650000,38341,19,0.150000,0.650000,29570,0.350000,0.900000,4.000000,4161
9,0.350000,3,8581,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8386,0.500000,14,12737,11,0.670000,1325,29570,0.150000,3,4,284,0.650000,38213,18,0.500000,0.650000,25667,0.350000,0.900000,4.000000,4161
13,0.500000,4,25602,21381,0.750000,0.020000,25,2.000000,0.560000,3-4-2-1,21314,0.700000,0.150000,0.150000,3,0.500000,17,0.900000,25602,0.500000,3.000000,0.350000,0,12,6,0.870000,12737,24,0.560000,16,0.100000,12865,0.500000,19,14145,15,0.700000,1328,29570,0.175000,21,5,285,0.500000,38213,19,0.250000,0.650000,29570,0.300000,0.700000,5.000000,4161
7,0.330000,3,12737,8386,0.350000,0.020000,26,2.000000,0.150000,5-3-2,17089,0.500000,0.220000,0.175000,1,0.220000,15,0.300000,21314,0.500000,5.000000,0.500000,0,6,5,0.850000,12737,31,0.500000,13,0.650000,8450,0.400000,4,12737,10,0.850000,1330,38341,0.150000,24,4,286,0.700000,38213,24,0.600000,0.100000,21314,0.500000,0.900000,3.000000,5827
13,0.480000,3,8581,21442,0.900000,0.020000,27,3.000000,0.220000,4-3-3,21251,0.800000,0.220000,0.150000,3,0.500000,23,0.100000,21314,0.500000,4.000000,0.500000,0,7,6,0.800000,12865,8,0.500000,15,0.350000,8385,0.100000,6,12737,14,0.850000,1331,38341,0.150000,17,4,287,0.650000,33794,25,0.500000,0.650000,33794,0.350000,0.900000,3.000000,5827
13,0.500000,4,25732,21251,0.750000,0.020000,25,2.000000,0.560000,3-4-2-1,21442,0.700000,0.150000,0.150000,3,0.500000,17,0.900000,25667,0.500000,3.000000,0.350000,0,12,6,0.870000,12737,24,0.560000,16,0.100000,12737,0.500000,19,12737,15,0.700000,1334,29570,0.175000,21,5,288,0.500000,38405,19,0.250000,0.650000,29570,0.300000,0.700000,5.000000,4161
13,0.500000,3,8450,21251,0.900000,0.020000,27,3.000000,0.220000,4-3-3,21314,0.800000,0.220000,0.150000,3,0.500000,23,0.100000,29634,0.500000,4.000000,0.350000,0,7,6,0.800000,12737,11,0.670000,18,0.500000,8450,0.100000,6,12865,15,0.870000,1335,38410,0.150000,4,4,289,0.650000,33794,25,0.500000,0.650000,33986,0.350000,0.900000,3.000000,5827
9,0.350000,3,8581,18306,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17153,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25605,0.500000,5.000000,0.350000,0,7,6,0.870000,12806,4,0.600000,12,0.900000,8513,0.500000,14,12737,11,0.670000,1337,29957,0.150000,3,4,290,0.650000,38277,18,0.500000,0.650000,25669,0.350000,0.900000,4.000000,5827
12,0.500000,3,8386,25602,0.100000,0.020000,26,2.000000,0.220000,4-4-2,21381,0.600000,0.220000,0.150000,2,0.600000,16,0.100000,21381,0.500000,4.000000,0.650000,0,7,6,0.850000,12737,16,0.500000,15,0.350000,8386,0.400000,10,12865,13,0.850000,1341,38275,0.150000,11,4,291,0.650000,38213,24,0.600000,0.900000,25602,0.350000,0.900000,4.000000,4226
7,0.330000,3,12865,8581,0.350000,0.020000,26,2.000000,0.150000,5-3-2,17025,0.500000,0.220000,0.175000,1,0.220000,15,0.300000,21314,0.500000,5.000000,0.500000,0,6,5,0.850000,12865,31,0.500000,13,0.650000,8581,0.400000,4,12865,10,0.850000,1343,38213,0.150000,24,4,292,0.700000,38405,24,0.600000,0.100000,21251,0.500000,0.900000,3.000000,4161
13,0.480000,3,8581,21381,0.900000,0.020000,27,3.000000,0.220000,4-3-3,21314,0.800000,0.220000,0.150000,3,0.500000,23,0.100000,21251,0.500000,4.000000,0.500000,0,7,6,0.800000,12737,8,0.500000,15,0.350000,8581,0.100000,6,12737,14,0.850000,1352,38405,0.150000,17,4,293,0.650000,33794,25,0.500000,0.650000,33794,0.350000,0.900000,3.000000,4161
13,0.500000,4,25729,21381,0.750000,0.020000,25,2.000000,0.560000,3-4-2-1,21251,0.700000,0.150000,0.150000,3,0.500000,17,0.900000,25667,0.500000,3.000000,0.350000,0,12,6,0.870000,12737,24,0.560000,16,0.100000,12737,0.500000,19,14145,15,0.700000,1353,29634,0.175000,21,5,294,0.500000,38405,19,0.250000,0.650000,29570,0.300000,0.700000,5.000000,5827
10,0.500000,3,8581,17155,0.900000,0.020000,27,3.000000,0.220000,4-3-3,21314,0.800000,0.220000,0.150000,3,0.330000,23,0.100000,21442,0.500000,4.000000,0.650000,0,7,6,0.800000,12865,9,0.500000,15,0.350000,9987,0.100000,6,12865,13,0.850000,1354,38341,0.150000,7,4,295,0.650000,33794,25,0.500000,0.500000,33794,0.350000,0.900000,3.000000,4226
7,0.600000,3,12865,8581,0.350000,0.020000,25,1.000000,0.150000,5-4-1,25797,0.500000,0.220000,0.175000,0,0.220000,15,0.300000,21314,0.500000,5.000000,0.900000,0,6,5,0.850000,12865,33,0.500000,13,0.650000,8581,0.500000,5,12737,12,0.600000,1355,25669,0.150000,14,4,296,0.700000,38405,16,0.100000,0.100000,21314,0.500000,0.900000,4.000000,5827
13,0.500000,3,8450,21314,0.900000,0.020000,27,3.000000,0.220000,4-3-3,21442,0.800000,0.220000,0.150000,3,0.500000,23,0.100000,29570,0.500000,4.000000,0.350000,0,7,6,0.800000,12737,11,0.670000,18,0.500000,8581,0.100000,6,12865,15,0.870000,1356,38213,0.150000,4,4,297,0.650000,33794,25,0.500000,0.650000,33794,0.350000,0.900000,3.000000,4161
9,0.350000,3,8581,17153,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,18306,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8450,0.500000,14,12737,11,0.670000,1359,29957,0.150000,3,4,298,0.650000,38341,18,0.500000,0.650000,25729,0.350000,0.900000,4.000000,4161
9,0.350000,3,8385,17153,0.900000,0.020000,27,3.000000,0.220000,4-2-1-3,17155,0.800000,0.220000,0.150000,3,0.350000,23,0.100000,29570,0.500000,4.000000,0.350000,0,7,6,0.800000,12865,36,0.670000,18,0.500000,8450,0.100000,18,12865,11,0.870000,1362,38217,0.150000,27,4,299,0.650000,33986,25,0.500000,0.650000,33986,0.350000,0.900000,3.000000,4226
12,0.500000,4,17089,25602,0.100000,0.020000,26,2.000000,0.350000,3-1-4-2,21314,0.560000,0.150000,0.150000,3,0.560000,16,0.500000,21314,0.500000,3.500000,0.650000,0,10,6,0.850000,12802,22,0.500000,15,0.350000,12737,0.400000,1,12737,13,0.850000,1363,38405,0.175000,28,5,300,0.500000,38405,24,0.600000,0.900000,25667,0.300000,0.700000,4.500000,4226
13,0.480000,3,8450,21314,0.500000,0.020000,26,2.500000,0.220000,4-3-1-2,21251,0.700000,0.220000,0.150000,2,0.500000,18,0.100000,21314,0.500000,4.000000,0.500000,0,7,6,0.850000,12865,6,0.500000,15,0.350000,8450,0.400000,9,12737,14,0.850000,1364,38405,0.150000,34,4,301,0.650000,38275,24,0.600000,0.650000,29634,0.350000,0.900000,3.500000,4161
9,0.350000,3,8450,17155,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17155,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25667,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8450,0.500000,14,12737,11,0.670000,1365,30341,0.150000,3,4,302,0.650000,38341,18,0.500000,0.650000,25794,0.350000,0.900000,4.000000,5827
10,0.600000,3,8386,17089,0.350000,0.020000,25,1.000000,0.220000,4-1-4-1,25729,0.500000,0.220000,0.150000,2,0.330000,15,0.100000,21314,0.500000,4.500000,0.900000,0,7,6,0.850000,12737,2,0.500000,13,0.650000,8386,0.500000,15,12737,12,0.600000,1366,25729,0.150000,31,4,303,0.650000,38213,16,0.100000,0.500000,21314,0.350000,0.900000,4.500000,4161
9,0.350000,3,8386,17155,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25794,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8386,0.500000,14,12737,11,0.670000,1367,29570,0.150000,3,4,304,0.650000,38213,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,4161
12,0.500000,3,8386,25667,0.100000,0.020000,26,2.000000,0.220000,4-4-2,21249,0.600000,0.220000,0.150000,2,0.600000,16,0.100000,21251,0.500000,4.000000,0.650000,0,7,6,0.850000,12806,16,0.500000,15,0.350000,8513,0.400000,10,12870,13,0.850000,1369,38275,0.150000,11,4,305,0.650000,38341,24,0.600000,0.900000,25667,0.350000,0.900000,4.000000,5827
10,0.500000,3,8386,17095,0.900000,0.020000,27,3.000000,0.220000,4-3-3,21384,0.800000,0.220000,0.150000,3,0.330000,23,0.100000,21314,0.500000,4.000000,0.650000,0,7,6,0.800000,12865,9,0.500000,15,0.350000,8394,0.100000,6,12802,13,0.850000,1370,38275,0.150000,7,4,306,0.650000,33989,25,0.500000,0.500000,33986,0.350000,0.900000,3.000000,5827
9,0.350000,3,8386,17153,0.100000,0.020000,26,2.000000,0.220000,4-4-2,18306,0.560000,0.220000,0.150000,2,0.350000,16,0.100000,25667,0.500000,4.000000,0.350000,0,7,6,0.850000,12737,17,0.560000,12,0.900000,8386,0.400000,10,12865,11,0.850000,1375,38405,0.150000,12,4,307,0.650000,38275,24,0.600000,0.650000,25602,0.350000,0.900000,4.000000,4161
10,0.600000,3,8450,17089,0.350000,0.020000,25,1.000000,0.220000,4-1-4-1,25794,0.500000,0.220000,0.150000,2,0.330000,15,0.100000,21251,0.500000,4.500000,0.900000,0,7,6,0.850000,12737,2,0.500000,13,0.650000,8581,0.500000,15,12865,12,0.600000,1377,25602,0.150000,31,4,308,0.650000,38405,16,0.100000,0.500000,21314,0.350000,0.900000,4.500000,5827
13,0.500000,3,8450,21185,0.900000,0.020000,27,3.000000,0.220000,4-3-3,21314,0.800000,0.220000,0.150000,3,0.500000,23,0.100000,29571,0.500000,4.000000,0.350000,0,7,6,0.800000,12737,11,0.670000,18,0.500000,8385,0.100000,6,12802,15,0.870000,1386,38410,0.150000,4,4,309,0.650000,33989,25,0.500000,0.650000,33794,0.350000,0.900000,3.000000,5827
12,0.500000,3,8581,25602,0.100000,0.020000,25,1.500000,0.220000,4-4-1-1,21442,0.560000,0.220000,0.150000,2,0.560000,16,0.100000,21314,0.500000,4.000000,0.650000,0,7,6,0.870000,12737,18,0.500000,15,0.350000,8581,0.500000,14,12737,13,0.670000,1387,29570,0.150000,18,4,310,0.650000,38341,18,0.500000,0.900000,25729,0.350000,0.900000,4.500000,4226
7,0.600000,3,12737,8581,0.350000,0.020000,25,1.000000,0.150000,5-4-1,25602,0.500000,0.220000,0.175000,0,0.220000,15,0.300000,21314,0.500000,5.000000,0.900000,0,6,5,0.850000,12737,33,0.500000,13,0.650000,8581,0.500000,5,12737,12,0.600000,1391,25667,0.150000,14,4,311,0.700000,38405,16,0.100000,0.100000,21314,0.500000,0.900000,4.000000,4161
13,0.500000,4,25602,21185,0.900000,0.020000,27,3.000000,0.560000,3-4-3,21314,0.800000,0.150000,0.150000,4,0.500000,23,0.900000,25602,0.500000,3.000000,0.350000,0,12,6,0.800000,12865,25,0.560000,16,0.100000,12737,0.100000,0,12737,15,0.850000,1411,38405,0.175000,2,5,312,0.500000,33794,25,0.500000,0.650000,33859,0.300000,0.700000,4.000000,4161
7,0.600000,3,12737,8581,0.350000,0.020000,25,1.000000,0.150000,5-4-1,25667,0.500000,0.220000,0.175000,0,0.220000,15,0.300000,21251,0.500000,5.000000,0.900000,0,6,5,0.850000,12737,33,0.500000,13,0.650000,8450,0.500000,5,12737,12,0.600000,1415,25794,0.150000,14,4,313,0.700000,38275,16,0.100000,0.100000,21251,0.500000,0.900000,4.000000,5827
