jerseynumber,artificialkey,leaguegoalsprevmatch,isamongtopscorers,leaguegoals,injury,istopscorer,leaguegoalsprevthreematches,reds,yellows,teamid,isamongtopscorersinteam,form,leagueappearances,position,playerid
11,6663,0,0,1,0,0,0,0,0,114161,1,3,0,12,256136
20,6664,0,0,0,0,0,0,0,0,114161,0,3,0,13,70676
6,6665,0,0,0,0,0,0,0,0,114161,0,3,0,15,199562
30,6666,0,0,1,0,0,0,0,0,114161,1,3,0,16,264157
21,6667,0,0,4,0,0,0,0,0,114161,1,3,0,24,237075
10,6668,0,0,5,0,0,0,0,0,114161,1,3,0,26,261204
7,6669,0,0,2,0,0,0,0,0,114161,1,3,0,28,255339
14,6670,0,0,0,0,0,0,0,0,114161,0,3,0,28,227855
23,6671,0,0,0,0,0,0,0,0,114161,0,3,0,28,261359
15,6672,0,0,2,0,0,0,0,0,114161,1,3,0,28,261565
12,6673,0,0,0,0,0,0,0,0,114161,0,3,0,28,266726
19,6674,0,0,0,0,0,0,0,0,114161,0,3,0,28,274107
8,6675,0,0,0,0,0,0,0,0,114161,0,3,0,28,261245
35,6676,0,0,0,0,0,0,0,0,114161,0,3,0,28,81403
3,6677,0,0,1,0,0,0,0,0,114161,1,3,0,28,212170
33,6678,0,0,0,0,0,0,0,0,114161,0,3,0,28,269151
16,6679,0,0,0,0,0,0,0,0,114161,0,3,0,28,239944
32,6680,0,0,0,0,0,0,0,0,114161,0,3,0,28,279937
2,6681,0,0,0,0,0,0,0,0,114161,0,3,0,29,78458
38,6682,0,0,0,0,0,0,0,0,114161,0,3,0,29,79847
9,6683,0,0,0,0,0,0,0,0,114161,0,3,0,29,236885
99,6684,0,0,0,0,0,0,0,0,114162,0,3,0,0,261305
31,6685,0,0,0,0,0,0,0,0,114162,0,3,0,3,198705
4,6686,0,0,1,0,0,0,0,0,114162,0,3,0,4,226737
3,6687,0,0,1,0,0,0,0,0,114162,0,3,0,6,251905
2,6688,0,0,0,0,0,0,0,0,114162,0,3,0,7,221713
7,6689,0,0,3,0,0,0,0,0,114162,1,3,0,23,226385
8,6690,0,0,1,0,0,0,0,0,114162,0,3,0,13,261875
10,6691,0,0,6,0,0,0,0,0,114162,1,3,0,14,210021
20,6692,0,0,1,0,0,0,0,0,114162,0,3,0,15,252858
41,6693,0,0,5,0,0,0,0,0,114162,1,3,0,27,75070
9,6694,0,0,9,0,0,0,0,0,114162,1,3,0,25,234249
37,6695,0,0,1,0,0,0,0,0,114162,0,3,0,28,261031
19,6696,0,0,0,0,0,0,0,0,114162,0,3,0,28,231886
16,6697,0,0,0,0,0,0,0,0,114162,0,3,0,28,77557
22,6698,0,0,0,0,0,0,0,0,114162,0,3,0,28,261874
13,6699,0,0,0,0,0,0,0,0,114162,0,3,0,28,272887
5,6700,0,0,0,0,0,0,0,0,114162,0,3,0,28,259292
66,6701,0,0,0,0,0,0,0,0,114162,0,3,0,28,81771
27,6702,0,0,0,0,0,0,0,0,114162,0,3,0,28,262208
17,6703,0,0,0,0,0,0,0,0,114162,0,3,0,28,71077
6,6704,0,0,2,0,0,0,0,0,114162,1,3,0,28,239782
14,6705,0,0,1,0,0,0,0,0,114162,0,3,0,28,274665
18,6706,0,0,0,0,0,0,0,0,114162,0,3,0,28,70140
1,6707,0,0,0,0,0,0,0,0,114162,0,3,0,29,202215
21,6708,0,0,0,0,0,0,0,0,114162,0,3,0,29,263237
33,6709,0,0,0,0,0,0,0,0,114162,0,3,0,29,77463
98,6710,0,0,0,0,0,0,0,0,114162,0,3,0,29,77130
1,6711,0,0,0,0,0,0,0,0,114640,0,3,0,0,266282
14,6712,0,0,0,0,0,0,0,0,114640,0,3,0,3,202814
44,6713,0,0,2,0,0,0,0,0,114640,1,3,0,4,84095
3,6714,0,0,0,0,0,0,0,0,114640,0,3,0,6,198261
15,6715,0,0,0,0,0,0,0,0,114640,0,3,0,7,206086
8,6716,0,0,1,0,0,0,0,0,114640,0,3,0,9,189280
28,6717,0,0,0,0,0,0,0,0,114640,0,3,0,11,246299
18,6718,0,0,2,0,0,0,0,0,114640,1,3,0,12,269913
10,6719,0,0,3,0,0,0,0,0,114640,1,3,0,16,198717
16,6720,0,0,7,0,0,0,0,0,114640,1,3,0,18,241985
9,6721,0,0,5,0,0,0,0,0,114640,1,3,0,25,75295
7,6722,0,0,3,0,0,0,0,0,114640,1,3,0,28,262648
25,6723,0,0,0,0,0,0,0,0,114640,0,3,0,28,72167
11,6724,0,0,0,0,0,0,0,0,114640,0,3,0,28,263377
13,6725,0,0,0,0,0,0,0,0,114640,0,3,0,28,237920
51,6726,0,0,0,0,0,0,0,0,114640,0,3,0,28,77501
17,6727,0,0,0,0,0,0,0,0,114640,0,3,0,28,229379
4,6728,0,0,0,0,0,0,0,0,114640,0,3,0,28,274534
23,6729,0,0,1,0,0,0,0,0,114640,0,3,0,28,251547
37,6730,0,0,0,0,0,0,0,0,114640,0,3,0,28,82245
35,6731,0,0,0,0,0,0,0,0,114640,0,3,0,28,84102
27,6732,0,0,0,0,0,0,0,0,114640,0,3,0,28,274686
22,6733,0,0,0,0,0,0,0,0,114640,0,3,0,28,255110
20,6734,0,0,0,0,0,0,0,0,114640,0,3,0,29,81765
42,6735,0,0,0,0,0,0,0,0,114640,0,3,0,29,274910
21,6736,0,0,0,0,0,0,0,0,114640,0,3,0,29,231878
34,6737,0,0,0,0,0,0,0,0,114640,0,3,0,29,84101
48,6738,0,0,0,0,0,0,0,0,114640,0,3,0,29,84377
39,6739,0,0,0,0,0,0,0,0,114640,0,3,0,29,275008
18,6740,0,0,0,0,0,0,0,0,131439,0,3,0,0,279706
33,6741,0,0,0,0,0,0,0,0,131439,0,3,0,3,73671
97,6742,0,0,1,0,0,0,0,0,131439,0,3,0,4,242199
26,6743,0,0,0,0,0,0,0,0,131439,0,3,0,6,77495
27,6744,0,0,1,0,0,0,0,0,131439,0,3,0,7,75236
20,6745,0,0,0,0,0,0,0,0,131439,0,3,0,9,217047
6,6746,0,0,0,0,0,0,0,0,131439,0,3,0,11,224067
10,6747,0,0,6,0,0,0,0,0,131439,1,3,0,23,236918
8,6748,0,0,3,0,0,0,0,0,131439,1,3,0,14,245685
90,6749,0,0,2,0,0,0,0,0,131439,1,3,0,27,224874
7,6750,0,1,11,0,0,0,0,0,131439,1,3,0,25,215247
9,6751,0,0,0,0,0,0,0,0,131439,0,3,0,28,221908
15,6752,0,0,1,0,0,0,0,0,131439,0,3,0,28,80612
17,6753,0,0,0,0,0,0,0,0,131439,0,3,0,28,83721
25,6754,0,0,0,0,0,0,0,0,131439,0,3,0,28,77967
13,6755,0,0,0,0,0,0,0,0,131439,0,3,0,28,235590
77,6756,0,0,0,0,0,0,0,0,131439,0,3,0,28,254859
5,6757,0,0,0,0,0,0,0,0,131439,0,3,0,28,70074
19,6758,0,0,3,0,0,0,0,0,131439,1,3,0,28,73870
14,6759,0,0,2,0,0,0,0,0,131439,1,3,0,28,84065
21,6760,0,0,0,0,0,0,0,0,131439,0,3,0,28,255411
22,6761,0,0,0,0,0,0,0,0,131439,0,3,0,28,79998
2,6762,0,0,0,0,0,0,0,0,131439,0,3,0,28,265734
11,6763,0,0,0,0,0,0,0,0,131439,0,3,0,29,221992
1,6764,0,0,0,0,0,0,0,0,131439,0,3,0,29,267636
24,6765,0,0,0,0,0,0,0,0,131439,0,3,0,29,217606
29,6766,0,0,0,0,0,0,0,0,131439,0,3,0,29,77459
4,6767,0,0,0,0,0,0,0,0,131439,0,3,0,29,246048
70,6768,0,0,0,0,0,0,0,0,131439,0,3,0,29,266507
1,6769,0,0,0,0,0,0,0,0,298,0,3,0,0,243158
16,6770,0,0,1,0,0,0,0,0,298,0,3,0,3,223255
2,6771,0,0,0,0,0,0,0,0,298,0,3,0,4,267601
21,6772,0,0,1,0,0,0,0,0,298,0,3,0,6,70693
3,6773,0,0,0,0,0,0,0,0,298,0,3,0,7,72409
7,6774,2,0,2,0,0,2,0,0,298,1,3,0,12,255464
10,6775,0,0,0,0,0,0,0,0,298,0,3,0,13,204612
8,6776,0,0,2,0,0,1,0,0,298,1,3,0,15,213777
35,6777,1,0,5,0,0,1,0,0,298,1,3,0,16,245537
17,6778,0,0,0,0,0,0,0,0,298,0,3,0,24,73126
18,6779,0,0,0,0,0,0,0,0,298,0,3,0,26,73447
22,6780,0,0,0,0,0,0,0,0,298,0,3,0,28,198657
4,6781,0,0,0,0,0,0,0,0,298,0,3,0,28,258920
15,6782,0,0,0,0,0,0,0,0,298,0,3,0,28,245684
5,6783,0,0,0,0,0,0,0,0,298,0,3,0,28,71868
12,6784,0,0,0,0,0,0,0,0,298,0,3,0,28,248283
25,6785,0,0,2,0,0,0,0,0,298,1,3,0,28,266875
11,6786,0,0,0,0,0,0,0,0,298,0,3,0,28,272322
29,6787,2,0,4,0,0,2,0,0,298,1,3,0,28,70628
9,6788,1,1,14,0,0,1,0,0,298,1,3,0,28,215817
24,6789,0,0,0,0,0,0,0,0,298,0,3,0,28,80447
6,6790,0,0,1,0,0,0,0,0,298,0,3,0,28,246757
19,6791,0,0,1,0,0,0,0,0,298,0,3,0,28,241726
14,6792,0,0,0,0,0,0,0,0,298,0,3,0,29,278753
28,6793,0,0,0,0,0,0,0,0,298,0,3,0,29,78924
57,6794,0,0,0,0,0,0,0,0,298,0,3,0,29,75672
1,6795,0,0,0,0,0,0,0,0,300,0,3,0,0,186508
5,6796,0,0,2,0,0,0,0,0,300,0,3,0,3,257072
6,6797,0,0,0,0,0,0,0,0,300,0,3,0,4,247754
25,6798,0,0,6,0,0,1,0,0,300,1,3,0,6,256435
28,6799,1,0,1,0,0,1,0,0,300,0,3,0,7,209335
8,6800,0,0,3,0,0,1,0,0,300,0,3,0,10,254142
23,6801,0,0,0,0,0,0,0,0,300,0,3,0,12,73262
7,6802,1,0,3,0,0,2,0,0,300,0,3,0,13,246100
26,6803,0,0,5,0,0,1,0,0,300,0,3,0,15,262860
10,6804,1,0,11,0,0,1,0,0,300,1,3,0,16,205214
20,6805,0,1,14,0,0,0,0,0,300,1,3,0,25,245384
29,6806,0,0,0,0,0,0,0,0,300,0,3,0,28,72277
18,6807,0,0,2,0,0,0,0,0,300,0,3,0,28,246390
21,6808,0,0,2,0,0,0,0,0,300,0,3,0,28,243347
2,6809,0,0,1,0,0,0,0,0,300,0,3,0,28,256040
30,6810,0,0,0,0,0,0,0,0,300,0,3,0,28,83626
33,6811,0,0,2,0,0,0,0,0,300,0,3,0,28,73381
15,6812,0,0,0,0,0,0,0,0,300,0,3,0,28,77749
17,6813,1,0,6,0,0,1,0,0,300,1,3,0,28,271265
11,6814,0,0,2,0,0,0,0,0,300,0,3,0,28,271467
24,6815,0,0,1,0,0,0,0,0,300,0,3,0,28,279217
4,6816,1,0,4,0,0,1,0,0,300,0,3,0,28,235532
14,6817,0,0,6,0,0,0,0,0,300,1,3,0,28,201888
42,6818,0,0,0,0,0,0,0,0,300,0,3,0,29,84412
3,6819,0,0,0,0,0,0,0,0,300,0,3,0,29,214650
22,6820,0,0,0,0,0,0,0,0,417,0,3,0,0,269971
18,6821,0,0,2,0,0,0,0,0,417,0,3,0,3,236634
4,6822,0,0,0,0,0,0,0,0,417,0,3,0,4,82715
33,6823,0,0,0,0,0,0,0,0,417,0,3,0,6,241737
26,6824,0,0,0,0,0,0,0,0,417,0,3,0,7,77951
15,6825,0,0,0,0,0,0,0,0,417,0,3,0,9,219990
17,6826,0,0,0,0,0,0,0,0,417,0,3,0,11,201877
5,6827,0,0,3,0,0,0,0,0,417,1,3,0,12,211365
23,6828,0,0,1,0,0,1,0,0,417,0,3,0,16,70328
10,6829,0,0,4,0,0,1,0,0,417,1,3,0,18,246063
8,6830,0,0,7,0,0,0,0,0,417,1,3,0,25,188091
14,6831,0,0,0,0,0,0,0,0,417,0,3,0,28,244692
25,6832,0,0,0,0,0,0,0,0,417,0,3,0,28,198599
19,6833,0,0,0,0,0,0,0,0,417,0,3,0,28,223253
6,6834,0,0,0,0,0,0,0,0,417,0,3,0,28,256384
1,6835,0,0,0,0,0,0,0,0,417,0,3,0,28,246753
24,6836,0,0,0,0,0,0,0,0,417,0,3,0,28,279541
28,6837,0,0,0,0,0,0,0,0,417,0,3,0,28,83377
11,6838,0,0,3,0,0,1,0,0,417,1,3,0,28,247534
9,6839,0,0,4,0,0,0,0,0,417,1,3,0,28,276567
21,6840,0,0,4,0,0,2,0,0,417,1,3,0,28,278710
31,6841,0,0,0,0,0,0,0,0,417,0,3,0,28,80263
44,6842,0,0,0,0,0,0,0,0,417,0,3,0,28,78573
12,6843,0,0,0,0,0,0,0,0,417,0,3,0,29,262814
3,6844,0,0,0,0,0,0,0,0,417,0,3,0,29,244056
29,6845,0,0,2,0,0,0,0,0,417,0,3,0,29,77083
27,6846,0,0,2,0,0,0,0,0,417,0,3,0,29,273893
56,6847,0,0,0,0,0,0,0,0,417,0,3,0,29,78441
1,6848,0,0,0,0,0,0,0,0,418,0,3,0,0,207633
2,6849,0,0,5,0,0,0,0,0,418,1,3,0,3,246291
4,6850,0,0,2,0,0,0,0,0,418,0,3,0,4,267690
21,6851,0,0,0,0,0,0,0,0,418,0,3,0,5,71864
25,6852,1,0,1,0,0,1,0,0,418,0,3,0,6,78049
29,6853,0,0,1,0,0,0,0,0,418,0,3,0,7,70330
11,6854,0,0,2,0,0,1,0,0,418,0,3,0,10,177279
5,6855,1,0,3,0,0,1,0,0,418,1,3,0,13,260000
6,6856,0,0,4,0,0,0,0,0,418,1,3,0,15,274979
7,6857,1,0,3,0,0,1,0,0,418,1,3,0,24,255835
22,6858,0,0,4,0,0,0,0,0,418,1,3,0,26,73635
37,6859,0,0,1,0,0,0,0,0,418,0,3,0,28,278752
24,6860,0,0,0,0,0,0,0,0,418,0,3,0,28,239955
3,6861,0,0,0,0,0,0,0,0,418,0,3,0,28,279738
30,6862,0,0,0,0,0,0,0,0,418,0,3,0,28,278707
12,6863,0,0,0,0,0,0,0,0,418,0,3,0,28,77651
15,6864,0,0,0,0,0,0,0,0,418,0,3,0,28,83728
10,6865,0,0,1,0,0,0,0,0,418,0,3,0,28,277238
27,6866,0,0,0,0,0,0,0,0,418,0,3,0,28,78938
9,6867,0,0,3,0,0,0,0,0,418,1,3,0,28,77585
8,6868,0,0,0,0,0,0,0,0,418,0,3,0,28,83187
92,6869,0,0,0,0,0,0,0,0,418,0,3,0,28,80452
12,6870,0,0,0,0,0,0,0,0,918,0,3,0,0,222389
20,6871,0,0,4,0,0,1,0,0,918,0,3,0,3,268375
4,6872,0,0,6,0,0,0,0,0,918,1,3,0,4,242623
5,6873,0,0,2,0,0,0,0,0,918,0,3,0,6,210695
15,6874,1,0,3,0,0,2,0,0,918,0,3,0,7,233800
7,6875,0,0,5,0,0,1,0,0,918,0,3,0,10,222227
11,6876,1,0,7,0,0,1,0,0,918,1,3,0,23,258892
8,6877,0,0,1,0,0,0,0,0,918,0,3,0,13,256598
19,6878,0,0,4,0,0,1,0,0,918,0,3,0,15,225077
10,6879,1,0,8,0,0,1,0,0,918,1,3,0,27,233848
9,6880,0,1,17,0,0,0,0,0,918,1,3,0,25,243203
14,6881,0,0,7,0,0,0,0,0,918,1,3,0,28,221001
22,6882,0,0,0,0,0,0,0,0,918,0,3,0,28,257259
6,6883,0,0,1,0,0,0,0,0,918,0,3,0,28,228238
2,6884,0,0,0,0,0,0,0,0,918,0,3,0,28,71882
1,6885,0,0,0,0,0,0,0,0,918,0,3,0,28,230787
24,6886,0,0,1,0,0,0,0,0,918,0,3,0,28,268740
26,6887,0,0,4,0,0,0,0,0,918,0,3,0,28,242162
25,6888,0,0,1,0,0,0,0,0,918,0,3,0,28,256397
21,6889,1,0,6,0,0,2,0,0,918,1,3,0,28,228212
45,6890,0,0,0,0,0,0,0,0,918,0,3,0,28,279929
94,6891,0,0,0,0,0,0,0,0,918,0,3,0,28,247333
77,6892,0,0,1,0,0,0,0,0,918,0,3,0,28,77079
23,6893,0,0,2,0,0,0,0,0,918,0,3,0,29,261295
17,6894,0,0,0,0,0,0,0,0,918,0,3,0,29,238236
12,6895,0,0,0,0,0,0,0,0,919,0,3,0,0,255141
20,6896,0,0,0,0,0,0,0,0,919,0,3,0,3,247009
3,6897,0,0,0,0,0,0,0,0,919,0,3,0,4,238263
23,6898,0,0,0,0,0,0,0,0,919,0,3,0,6,248245
17,6899,0,0,2,0,0,0,0,0,919,0,3,0,7,225251
18,6900,1,0,1,0,0,1,0,0,919,0,3,0,10,233705
11,6901,0,0,6,0,0,0,0,0,919,1,3,0,23,209264
10,6902,0,0,0,0,0,0,0,0,919,0,3,0,13,271156
8,6903,0,0,4,0,0,0,0,0,919,1,3,0,15,237937
7,6904,0,0,0,0,0,0,0,0,919,0,3,0,27,241474
29,6905,0,0,2,0,0,0,0,0,919,0,3,0,25,258710
25,6906,0,0,0,0,0,0,0,0,919,0,3,0,28,262733
21,6907,1,0,3,0,0,1,0,0,919,0,3,0,28,76289
6,6908,0,0,0,0,0,0,0,0,919,0,3,0,28,84670
43,6909,0,0,0,0,0,0,0,0,919,0,3,0,28,275492
1,6910,0,0,0,0,0,0,0,0,919,0,3,0,28,208573
14,6911,0,0,2,0,0,1,0,0,919,0,3,0,28,261391
32,6912,0,0,2,0,0,0,0,0,919,0,3,0,28,278720
26,6913,0,0,0,0,0,0,0,0,919,0,3,0,28,243392
16,6914,0,0,3,0,0,0,0,0,919,0,3,0,28,267685
19,6915,0,0,5,0,0,0,0,0,919,1,3,0,28,70843
4,6916,0,0,0,0,0,0,0,0,919,0,3,0,28,81274
9,6917,0,0,4,0,0,0,0,0,919,1,3,0,28,233379
22,6918,0,0,5,0,0,0,0,0,919,1,3,0,29,269400
5,6919,0,0,0,0,0,0,0,0,919,0,3,0,29,245332
2,6920,0,0,0,0,0,0,0,0,919,0,3,0,29,71321
15,6921,0,0,0,0,0,0,0,0,919,0,3,0,29,276251
40,6922,0,0,0,0,0,0,0,0,919,0,3,0,29,278721
1,6923,0,0,0,0,0,0,0,0,920,0,3,0,0,234658
3,6924,0,0,0,0,0,0,0,0,920,0,3,0,3,71867
4,6925,0,0,2,0,0,0,0,0,920,0,3,0,4,273545
37,6926,0,0,0,0,0,0,0,0,920,0,3,0,6,216114
2,6927,0,0,0,0,0,0,0,0,920,0,3,0,7,245270
26,6928,0,0,5,0,0,0,0,0,920,1,3,0,12,275201
28,6929,0,0,0,0,0,0,0,0,920,0,3,0,13,243283
10,6930,0,0,1,0,0,0,0,0,920,0,3,0,15,76478
11,6931,0,1,12,0,0,0,0,0,920,1,3,0,16,243817
8,6932,0,0,4,0,0,0,0,0,920,1,3,0,24,214877
17,6933,0,0,4,0,0,0,0,0,920,1,3,0,26,79810
29,6934,0,0,4,0,0,0,0,0,920,1,3,0,28,76477
5,6935,0,0,0,0,0,0,0,0,920,0,3,0,28,238725
6,6936,0,0,0,0,0,0,0,0,920,0,3,0,28,186267
55,6937,0,0,0,0,0,0,0,0,920,0,3,0,28,248337
21,6938,0,0,0,0,0,0,0,0,920,0,3,0,28,263877
24,6939,0,0,5,0,0,2,0,0,920,1,3,0,28,222215
15,6940,0,0,0,0,0,0,0,0,920,0,3,0,28,246860
77,6941,0,0,0,0,0,0,0,0,920,0,3,0,28,237019
90,6942,0,0,1,0,0,0,0,0,920,0,3,0,28,260567
30,6943,0,0,0,0,0,0,0,0,920,0,3,0,28,84393
7,6944,0,0,2,0,0,0,0,0,920,0,3,0,28,228454
31,6945,0,0,0,0,0,0,0,0,920,0,3,0,28,272611
45,6946,0,0,0,0,0,0,0,0,922,0,3,0,0,160162
26,6947,0,0,2,0,0,0,0,0,922,1,3,0,3,197391
25,6948,0,0,4,0,0,0,0,0,922,1,3,0,4,266659
71,6949,0,0,2,0,0,0,0,0,922,1,3,0,6,203363
5,6950,0,0,0,0,0,0,0,0,922,0,3,0,7,221633
10,6951,0,0,3,0,0,0,0,0,922,1,3,0,10,205291
80,6952,0,0,1,0,0,0,0,0,922,0,3,0,23,201967
8,6953,0,0,2,0,0,0,0,0,922,1,3,0,13,247821
16,6954,0,0,2,0,0,1,0,0,922,1,3,0,15,72013
14,6955,0,0,1,0,0,0,0,0,922,0,3,0,27,264745
20,6956,0,0,2,0,0,0,0,0,922,1,3,0,25,79574
99,6957,0,0,0,0,0,0,0,0,922,0,3,0,28,79573
77,6958,0,0,1,0,0,0,0,0,922,0,3,0,28,233444
15,6959,0,0,0,0,0,0,0,0,922,0,3,0,28,274540
84,6960,0,0,0,0,0,0,0,0,922,0,3,0,28,72603
12,6961,0,0,0,0,0,0,0,0,922,0,3,0,28,71881
9,6962,0,0,0,0,0,0,0,0,922,0,3,0,28,251828
6,6963,0,0,0,0,0,0,0,0,922,0,3,0,28,278914
12,6964,0,0,0,0,0,0,0,0,1463,0,3,0,0,75849
18,6965,0,0,0,0,0,0,0,0,1463,0,3,0,3,264329
4,6966,0,0,0,0,0,0,0,0,1463,0,3,0,4,274199
33,6967,0,0,0,0,0,0,0,0,1463,0,3,0,6,274855
3,6968,0,0,1,0,0,0,0,0,1463,1,3,0,7,230055
30,6969,0,0,0,0,0,0,0,0,1463,0,3,0,12,77075
6,6970,0,0,0,0,0,0,0,0,1463,0,3,0,13,256398
8,6971,0,0,0,0,0,0,0,0,1463,0,3,0,15,257044
7,6972,0,0,2,0,0,0,0,0,1463,1,3,0,16,77978
29,6973,1,0,7,0,0,1,0,0,1463,1,3,0,24,269414
16,6974,0,0,0,0,0,0,0,0,1463,0,3,0,26,236877
46,6975,0,0,0,0,0,0,0,0,1463,0,3,0,28,81708
43,6976,0,0,0,0,0,0,0,0,1463,0,3,0,28,73258
42,6977,0,0,0,0,0,0,0,0,1463,0,3,0,28,72596
25,6978,0,0,1,0,0,0,0,0,1463,1,3,0,28,277237
1,6979,0,0,0,0,0,0,0,0,1463,0,3,0,28,227616
66,6980,0,0,0,0,0,0,0,0,1463,0,3,0,28,71865
40,6981,0,0,0,0,0,0,0,0,1463,0,3,0,28,278820
20,6982,0,0,1,0,0,0,0,0,1463,1,3,0,28,71843
17,6983,0,0,1,0,0,0,0,0,1463,1,3,0,28,80081
32,6984,0,0,0,0,0,0,0,0,1463,0,3,0,28,247839
45,6985,0,0,0,0,0,0,0,0,1463,0,3,0,28,78725
15,6986,0,0,0,0,0,0,0,0,1463,0,3,0,28,207622
99,6987,0,0,0,0,0,0,0,0,1523,0,3,0,0,76635
17,6988,0,0,2,0,0,0,0,0,1523,1,3,0,3,76639
5,6989,0,0,1,0,0,0,0,0,1523,0,3,0,4,247490
16,6990,0,0,0,0,0,0,0,0,1523,0,3,0,6,277991
3,6991,0,0,0,0,0,0,0,0,1523,0,3,0,7,80528
11,6992,0,0,3,0,0,0,0,0,1523,1,3,0,12,247107
8,6993,0,0,0,0,0,0,0,0,1523,0,3,0,13,256809
19,6994,0,0,2,0,0,0,0,0,1523,1,3,0,15,242600
7,6995,0,0,1,0,0,0,0,0,1523,0,3,0,16,76643
18,6996,0,0,7,0,0,0,0,0,1523,1,3,0,24,76646
9,6997,0,0,6,0,0,0,0,0,1523,1,3,0,26,76645
32,6998,0,0,0,0,0,0,0,0,1523,0,3,0,28,76647
23,6999,1,0,1,0,0,1,0,0,1523,0,3,0,28,76644
28,7000,1,0,1,0,0,1,0,0,1523,0,3,0,28,78726
29,7001,0,0,0,0,0,0,0,0,1523,0,3,0,28,78032
12,7002,0,0,0,0,0,0,0,0,1523,0,3,0,28,253110
6,7003,0,0,0,0,0,0,0,0,1523,0,3,0,28,279735
46,7004,0,0,0,0,0,0,0,0,1523,0,3,0,28,159948
12,7005,0,0,0,0,0,0,0,0,1756,0,3,0,0,191153
24,7006,0,0,0,0,0,0,0,0,1756,0,3,0,3,261762
2,7007,0,0,0,0,0,0,0,0,1756,0,3,0,4,278701
23,7008,0,0,0,0,0,0,0,0,1756,0,3,0,5,246911
3,7009,0,0,1,0,0,0,0,0,1756,0,3,0,6,80326
5,7010,0,0,2,0,0,0,0,0,1756,1,3,0,7,74175
26,7011,0,0,1,0,0,0,0,0,1756,0,3,0,10,255347
10,7012,0,0,3,0,0,0,0,0,1756,1,3,0,13,71084
17,7013,0,0,0,0,0,0,0,0,1756,0,3,0,15,77089
29,7014,0,0,0,0,0,0,0,0,1756,0,3,0,24,85108
19,7015,0,0,0,0,0,0,0,0,1756,0,3,0,26,234638
14,7016,0,0,2,0,0,0,0,0,1756,1,3,0,28,71292
7,7017,0,0,3,0,0,1,0,0,1756,1,3,0,28,238195
16,7018,0,0,0,0,0,0,0,0,1756,0,3,0,28,210688
22,7019,0,0,1,0,0,0,0,0,1756,0,3,0,28,229678
13,7020,0,0,0,0,0,0,0,0,1756,0,3,0,28,273615
18,7021,0,0,3,0,0,0,0,0,1756,1,3,0,28,279832
8,7022,0,0,0,0,0,0,0,0,1756,0,3,0,28,71059
6,7023,0,0,0,0,0,0,0,0,1756,0,3,0,28,71070
20,7024,0,0,4,0,0,2,0,0,1756,1,3,0,28,277026
33,7025,0,0,0,0,0,0,0,0,1756,0,3,0,28,82508
4,7026,0,0,0,0,0,0,0,0,1756,0,3,0,28,267694
15,7027,0,0,1,0,0,0,0,0,1756,0,3,0,28,77086
11,7028,0,0,0,0,0,0,0,0,1756,0,3,0,29,81273
36,7029,0,0,0,0,0,0,0,0,1756,0,3,0,29,79572
21,7030,0,0,0,0,0,0,0,0,1756,0,3,0,29,251276
27,7031,0,0,0,0,0,0,0,0,1756,0,3,0,29,77077
25,7032,0,0,0,0,0,0,0,0,1756,0,3,0,29,78050
28,7033,0,0,0,0,0,0,0,0,1756,0,3,0,29,79211
43,7034,0,0,0,0,0,0,0,0,1756,0,3,0,29,85284
30,7035,0,0,0,0,0,0,0,0,1757,0,3,0,0,264817
4,7036,0,0,1,0,0,0,0,0,1757,0,3,0,3,257546
2,7037,1,0,2,0,0,1,0,0,1757,1,3,0,4,276899
44,7038,0,0,0,0,0,0,0,0,1757,0,3,0,6,241948
3,7039,1,0,1,0,0,1,0,0,1757,0,3,0,7,264297
14,7040,0,0,2,0,0,1,0,0,1757,1,3,0,9,74789
6,7041,0,0,2,0,0,0,0,0,1757,1,3,0,11,255940
7,7042,0,0,5,0,0,1,0,0,1757,1,3,0,12,244842
10,7043,0,0,3,0,0,0,0,0,1757,1,3,0,16,70948
37,7044,0,0,0,0,0,0,0,0,1757,0,3,0,18,274844
11,7045,0,0,1,0,0,0,0,0,1757,0,3,0,25,259402
27,7046,0,0,5,0,0,0,0,0,1757,1,3,0,28,273978
20,7047,0,0,1,0,0,0,0,0,1757,0,3,0,28,69965
47,7048,0,0,2,0,0,1,0,0,1757,1,3,0,28,277771
26,7049,0,0,0,0,0,0,0,0,1757,0,3,0,28,268401
1,7050,0,0,0,0,0,0,0,0,1757,0,3,0,28,275000
8,7051,0,0,3,0,0,0,0,0,1757,1,3,0,28,77081
19,7052,0,0,1,0,0,0,0,0,1757,0,3,0,28,78056
17,7053,0,0,0,0,0,0,0,0,1757,0,3,0,28,84526
24,7054,0,0,1,0,0,0,0,0,1757,0,3,0,28,271353
5,7055,0,0,0,0,0,0,0,0,1757,0,3,0,28,84664
16,7056,0,0,0,0,0,0,0,0,1757,0,3,0,28,267729
29,7057,0,0,0,0,0,0,0,0,1757,0,3,0,28,78246
45,7058,0,0,0,0,0,0,0,0,1757,0,3,0,29,78058
21,7059,0,0,0,0,0,0,0,0,1757,0,3,0,29,78057
77,7060,0,0,0,0,0,0,0,0,2041,0,3,0,0,278719
16,7061,0,0,1,0,0,1,0,0,2041,0,3,0,3,266606
4,7062,0,0,0,0,0,0,0,0,2041,0,3,0,4,257040
12,7063,0,0,2,0,0,0,0,0,2041,1,3,0,5,238508
18,7064,0,0,0,0,0,0,0,0,2041,0,3,0,6,72376
