playerid_key,player_name,current_teamid,current_teamname,penalties,skillmoves,accessorycolourcode2,tattoohead,shoecolorcode1,tattooleftleg,hairtypecode,longshots,standingtackle,skintypecode,volleys,role2,gender,role1,gkhandling,headassetid,finishingcode1,gkglovetypecode,preferredposition6,commonnameid,tattooback,role3,tattooleftarm,eyebrowcode,headclasscode,tattoorightleg,undershortstyle,lipcolor,finishingcode2,preferredfoot,muscularitycode,ballcontrol,usercaneditname,shohan,preferredposition2,sprintspeed,hairstylecode,preferredposition3,iscustomized,icontrait1,tattoofront,headtypecode,skillmoveslikelihood,shoedesigncode,slidingtackle,icontrait2,lastnameid,agility,gksavetype,defensiveawareness,acceleration,runstylecode,overallrating,jerseysleevelengthcode,jumping,avatarpomid,preferredposition7,freekickaccuracy,playerjerseynameid,birthdate,internationalrep,stamina,positioning,reactions,curve,tattoorightarm,preferredposition4,runningcode1,vision,eyecolorcode,facepsdlayer0,defspe,weakfootabilitytypecode,headingaccuracy,pacdiv,accessorycolourcode3,accessorycolourcode4,paskic,accessorycode2,gkreflexes,skintonecode,nationality,skinsurfacepack,skinmakeup,emotion,accessorycode1,role4,phypos,personality,hasseasonaljersey,smallsidedshoetypecode,aggression,trait2,modifier,animfreekickstartposcode,composure,trait1,longpassing,accessorycolourcode1,gkkicking,isretiring,jerseyfit,eyedetail,facepsdlayer1,facialhaircolorcode,jerseystylecode,potential,sideburnscode,dribbling,socklengthcode,animpenaltiesstartposcode,shoecolorcode2,strength,accessorycode4,runningcode2,shotpower,facialhairtypecode,balance,headvariation,contractvaliduntil,faceposerpreset,gkkickstyle,preferredposition5,weight,firstnameid,sockstylecode,shoetypecode,haircolorcode,shortpassing,playerjointeamdate,crossing,interceptions,skincomplexion,preferredposition1,shortstyle,finishing,bodytypecode,gkdiving,role5,accessorycode3,gkpositioning,playerid,hashighqualityhead,height,driref
82220,,-1,,64,2,0,0,30,0,648,64,26,0,60,39,0,41,7,82220,0,0,-1,0,0,0,0,30101,1,0,0,0,0,1,0,71,0,66,27,72,0,16,0,0,0,602,1,0,23,0,45791,59,0,23,73,0,68,0,80,0,-1,55,45791,151458,1,59,68,58,58,0,-1,0,53,9,0,30,3,71,72,0,0,58,0,10,4,145,234101,0,3,0,0,65,3,3,503,57,0,0,0,59,0,51,0,14,0,2,0,0,0,1,68,0,68,0,0,31,69,0,0,68,45,62,0,2028,0,0,-1,83,14905,1,89,0,63,161868,59,27,3,25,0,67,4,8,0,0,8,82220,0,191,67
82240,,-1,,41,1,0,0,30,0,681,39,71,0,40,28,0,7,8,82240,0,0,-1,0,0,0,0,30000,1,0,0,0,0,2,0,58,0,43,16,72,0,-1,0,0,0,606,1,0,72,0,45792,62,0,64,75,0,66,0,62,0,-1,37,45792,151917,1,72,47,59,48,0,-1,0,49,9,0,64,2,44,73,0,0,47,0,13,5,129,224001,0,3,0,0,66,2,3,501,54,0,2,0,59,0,30,0,12,0,0,2,0,21,1,67,0,60,1,0,31,69,0,0,46,9,64,0,2027,0,0,-1,72,39724,1,74,21,53,161834,51,63,2,7,0,43,2,10,0,0,5,82240,0,183,59
82244,,-1,,39,1,0,0,30,0,1067,24,49,0,27,0,0,11,6,82244,0,0,-1,0,0,0,0,1450000,1,0,0,0,0,1,0,47,0,24,-1,57,0,-1,0,0,0,69,1,0,53,0,45793,41,0,52,56,0,49,0,37,0,-1,26,45793,155766,1,53,20,44,23,0,-1,0,27,9,0,48,2,43,56,0,0,29,0,6,1,70,232101,0,3,0,0,51,4,3,501,60,0,0,0,37,0,31,0,9,0,0,0,0,6,1,73,0,34,1,0,31,49,0,0,33,0,61,0,2029,0,0,-1,77,34846,1,86,6,36,161882,22,47,1,5,0,20,1,12,0,0,6,82244,0,183,39
82245,,-1,,54,2,0,0,30,0,1084,56,32,0,56,0,0,35,9,82245,0,0,-1,0,0,0,0,1170000,1,0,0,0,0,1,0,60,0,55,12,88,0,-1,0,0,0,3003,1,0,27,0,45794,84,0,27,85,0,64,0,50,0,-1,52,45794,154936,1,51,58,56,55,0,-1,0,60,9,0,26,2,32,85,0,0,57,0,7,9,99,220101,0,3,0,0,46,2,3,502,40,0,0,0,58,0,53,0,6,0,0,0,0,0,1,82,0,63,0,0,31,45,0,0,56,0,85,0,2030,0,0,-1,64,31528,1,212,0,59,161981,62,22,9,23,0,57,1,13,0,0,15,82245,0,172,64
82246,,-1,,59,2,0,0,30,0,1073,55,35,1,57,0,0,23,9,82246,0,0,-1,0,0,0,0,60201,1,0,0,0,0,1,0,62,0,58,23,65,0,-1,0,0,0,17,2,0,30,0,11071,61,0,31,70,0,61,0,62,0,-1,51,11071,154998,1,60,66,42,54,0,-1,0,55,3,0,34,3,51,66,0,0,56,0,12,4,58,223101,0,3,0,0,58,2,0,503,48,0,1,0,57,0,56,0,15,0,2,1,0,21,1,71,0,62,0,0,31,61,0,0,58,0,66,0,2027,0,0,-1,75,8623,1,123,0,60,161668,55,30,4,12,0,60,1,8,0,0,7,82246,0,179,60
82252,,-1,,64,1,0,0,30,0,1285,58,20,0,53,0,0,41,11,82252,0,0,-1,45796,0,0,0,60201,1,0,0,0,0,2,0,54,0,55,-1,64,0,-1,0,0,0,3,1,0,13,0,45795,58,0,17,70,0,56,0,55,0,-1,42,45797,155695,1,58,52,53,49,0,-1,0,51,9,0,20,3,50,65,0,0,47,0,13,2,45,223101,0,3,0,0,55,3,0,501,45,0,0,0,48,0,41,0,12,0,2,2,0,0,1,80,0,59,2,0,31,57,0,0,61,0,72,0,2026,0,0,-1,70,23733,1,159,3,54,161844,40,16,1,25,0,54,2,11,0,0,7,82252,0,181,56
82260,,-1,,31,1,0,0,30,0,1285,25,57,1,30,0,0,11,6,82260,0,0,-1,0,0,0,0,2150000,1,0,0,0,0,1,0,42,0,27,-1,57,0,-1,0,0,0,4008,1,0,56,0,45798,50,0,58,56,0,57,0,66,0,-1,28,45798,155090,1,60,26,54,27,0,-1,0,27,3,0,56,2,58,56,0,0,35,0,10,1,35,223101,0,3,0,0,64,4,3,503,55,0,0,0,44,0,40,0,13,0,2,0,0,3,1,70,0,39,0,0,31,71,0,0,37,0,51,0,2029,0,0,-1,75,7667,1,91,3,44,161698,28,56,1,5,0,25,4,9,0,0,10,82260,0,186,43
82262,,-1,,55,1,0,0,30,0,672,48,20,0,51,0,0,41,8,82262,0,0,-1,0,0,0,0,10101,1,0,0,0,0,1,0,49,0,53,-1,56,0,-1,0,0,0,2500,1,0,17,0,45799,53,0,22,55,0,54,0,65,0,-1,38,45799,154119,1,64,49,50,40,0,-1,0,50,3,0,24,3,63,56,0,0,39,0,15,3,52,223101,0,2,0,0,62,2,3,501,55,0,0,0,42,0,29,0,13,0,0,0,0,21,1,60,0,51,1,0,31,64,0,0,56,0,70,0,2026,0,0,-1,69,1298,1,40,21,46,161908,30,20,4,25,0,56,1,7,0,0,7,82262,0,177,50
82264,,-1,,62,1,0,0,30,0,179,64,42,0,62,0,0,41,13,82264,0,0,-1,0,0,0,0,2290000,1,0,0,0,0,1,0,71,0,64,-1,75,0,-1,0,0,0,1519,2,0,31,0,12336,82,0,32,78,0,67,0,70,0,-1,55,12336,154912,1,64,69,67,60,0,-1,0,67,9,0,36,3,57,76,0,0,61,0,5,5,52,223101,0,3,0,0,62,3,1,501,66,0,0,0,72,0,59,0,13,0,0,2,0,0,1,78,0,75,0,0,31,59,0,0,65,0,79,0,2028,0,0,-1,73,17726,1,40,3,63,161517,54,27,4,25,0,66,1,11,0,0,12,82264,0,181,73
82267,,-1,,34,1,0,0,30,0,1106,25,60,6,31,0,0,11,10,82267,0,0,-1,0,0,0,0,10101,1,0,0,0,0,1,0,37,0,30,-1,66,0,-1,0,0,0,516,1,0,55,0,45801,50,0,55,65,0,52,0,42,0,-1,36,45801,154065,1,59,40,51,31,0,-1,0,38,9,0,56,3,45,65,0,0,42,0,5,5,159,221102,0,3,0,0,47,2,3,503,50,0,0,0,38,0,51,0,9,0,2,6,0,21,1,60,0,30,1,0,31,40,0,0,35,0,69,0,2028,0,0,-1,55,45800,1,361,21,49,161821,35,58,1,5,0,28,7,10,0,0,6,82267,0,155,37
82269,,-1,,45,1,0,0,30,0,695,60,23,0,49,0,0,38,12,82269,0,0,-1,0,0,0,0,2150301,1,0,0,0,0,1,0,63,0,56,16,64,0,-1,0,0,0,1000,1,0,27,0,28648,62,0,22,64,0,59,0,35,0,-1,35,28648,154425,1,49,61,65,51,0,-1,0,65,3,0,23,4,28,63,0,0,48,9,12,9,56,220101,0,2,8,0,43,3,3,503,35,0,0,0,54,0,33,0,13,0,1,6,0,0,1,73,0,59,2,0,31,45,0,0,54,16,66,0,2028,0,0,-1,70,45802,1,29,21,47,161852,52,24,5,27,0,58,9,14,0,0,5,82269,0,164,60
82278,,-1,,57,2,1,0,30,0,722,58,44,0,42,0,1,31,6,82278,0,0,-1,0,0,0,0,2120201,1,0,0,0,0,1,0,73,0,59,10,73,0,14,0,0,0,7001,1,0,47,0,34616,68,0,33,68,0,68,0,52,0,-1,50,34616,154661,1,66,67,66,60,0,-1,0,66,3,0,36,3,36,70,0,0,65,9,7,3,83,123101,0,3,8,0,59,2,3,501,56,0,0,0,53,0,66,1,11,0,0,0,0,3,1,75,0,69,2,0,31,58,0,0,56,0,57,0,2028,0,0,-1,54,1576,1,85,3,72,161821,57,24,6,18,0,61,7,9,0,0,11,82278,0,156,67
82294,,-1,,60,3,0,0,30,0,543,46,30,0,48,0,0,27,12,82294,0,0,-1,0,0,0,0,2190000,1,0,0,0,0,1,0,70,0,66,12,77,0,27,0,0,0,1023,3,0,33,0,45804,73,0,25,74,0,76,0,56,0,-1,44,45804,152987,1,77,73,70,55,0,-1,0,79,3,0,28,3,40,75,0,0,72,0,13,5,140,220001,0,4,0,0,56,2,3,503,37,0,1,0,55,8388609,73,0,5,0,1,0,0,0,1,80,0,78,0,0,31,57,0,0,64,39,81,0,2030,0,0,-1,67,45803,1,49,0,74,161735,75,21,3,16,0,77,1,15,0,0,11,82294,0,171,74
82308,,-1,,40,1,0,0,30,0,240,71,76,5,24,0,0,11,14,82308,0,0,-1,0,0,0,0,50000,1,0,0,0,0,2,0,74,0,63,-1,64,0,-1,0,0,0,1000,1,0,72,0,45806,49,0,76,66,0,72,0,80,0,-1,58,45806,154473,1,71,34,54,27,0,-1,0,49,3,0,72,3,69,64,0,0,51,0,8,9,140,220101,0,2,0,0,78,4,3,501,71,0,0,0,61,268435460,59,0,9,0,0,2,0,21,1,82,0,40,1,0,31,85,0,0,75,0,69,0,2029,0,0,-1,86,45805,1,39,0,66,161907,27,67,10,5,0,65,3,12,0,0,6,82308,0,177,53
82313,,-1,,39,1,0,0,30,0,1071,29,58,6,27,0,0,3,14,82313,0,0,-1,45809,0,0,0,240000,1,0,0,0,0,1,0,30,0,28,12,58,0,-1,0,0,0,511,1,0,56,0,45808,52,0,49,68,0,53,0,34,0,-1,26,45810,151567,1,63,42,54,32,0,-1,0,34,9,0,52,3,42,63,0,0,37,0,11,6,159,221101,0,3,24,0,44,5,0,501,49,512,2,0,40,0,31,6,12,0,2,0,0,0,1,53,0,48,0,0,31,34,0,0,25,223,90,0,2028,0,0,-1,60,45807,1,70,0,37,161910,46,48,6,3,0,27,7,11,0,0,11,82313,0,168,45
82314,,-1,,61,1,0,0,30,0,130,39,50,0,51,0,0,31,8,82314,0,0,-1,0,0,0,0,2310000,1,0,0,1,0,1,0,61,0,46,14,62,0,-1,0,0,0,1000,1,0,56,0,14158,48,0,41,55,0,58,0,43,0,-1,54,14158,154612,1,48,49,54,61,0,-1,0,66,9,0,42,3,46,58,0,0,63,0,14,2,52,220001,0,2,0,0,47,4,3,501,49,0,0,0,57,0,73,0,13,0,0,2,0,20,1,69,0,59,1,0,31,47,0,0,54,0,75,0,2030,0,0,-1,69,21084,1,145,21,67,161698,50,27,2,18,0,44,2,8,0,0,7,82314,0,174,58
82318,,-1,,44,1,0,0,30,0,1068,65,71,0,40,0,0,18,14,82318,0,0,-1,0,0,0,0,10102,1,0,0,0,0,1,0,69,0,59,18,65,0,10,0,0,0,602,2,0,66,0,32259,58,0,45,66,0,71,0,53,0,-1,47,45811,152961,1,75,70,70,64,0,-1,0,71,3,0,58,3,42,64,0,0,65,8,13,4,111,224001,0,3,7,0,59,4,3,501,52,0,0,0,58,0,74,0,13,0,0,2,0,0,1,74,0,68,2,0,31,55,0,0,55,212,77,0,2030,0,0,-1,73,23034,1,58,0,72,161706,45,66,4,14,0,63,8,11,0,0,13,82318,0,170,67
82321,,-1,,36,1,0,0,30,0,1080,21,52,0,21,0,0,11,13,82321,0,0,-1,0,0,0,0,2320401,1,0,0,0,0,1,0,44,0,26,-1,57,0,-1,0,0,0,2522,1,0,53,0,13834,46,0,53,52,0,55,0,64,0,-1,20,13834,154511,1,53,23,53,30,0,-1,0,28,3,0,52,2,53,54,0,0,34,0,9,1,25,223101,0,3,0,0,65,2,3,502,58,0,0,0,44,0,42,0,10,0,0,0,0,6,1,66,0,40,1,0,31,74,0,0,39,0,42,0,2031,0,0,-1,83,7298,1,41,6,45,161665,21,53,1,5,0,24,4,6,0,0,15,82321,0,194,42
82329,,-1,,48,2,0,0,30,0,643,44,72,0,29,0,0,14,7,82329,0,0,-1,0,0,0,0,10102,1,0,0,0,0,1,0,64,0,41,14,61,0,-1,0,0,0,600,2,0,70,0,45812,59,0,70,58,0,70,0,64,0,-1,45,45813,151073,1,69,41,66,42,0,-1,0,68,3,0,70,3,61,60,0,0,62,0,9,4,111,224001,0,3,0,0,63,4,3,502,61,0,1,0,50,0,70,0,11,0,0,2,0,21,1,70,0,60,2,0,31,60,0,0,58,289,66,0,2028,0,0,-1,72,25498,1,106,21,71,161848,44,72,4,10,0,32,2,12,0,0,9,82329,0,179,61
82330,,-1,,49,1,1,0,30,0,96,35,59,0,28,0,0,3,8,82330,0,0,-1,0,0,0,0,2090102,1,0,0,0,0,1,0,55,0,34,5,88,0,-1,0,0,0,1039,1,0,56,0,45815,79,0,63,86,0,64,0,73,0,-1,43,45815,155433,1,69,46,56,48,0,-1,0,46,9,0,58,5,58,87,0,0,50,16,7,7,34,220101,0,3,8,0,61,4,3,501,57,0,2,0,45,0,49,0,11,0,0,1,0,21,1,81,0,55,2,0,31,58,0,0,40,208,71,0,2030,0,0,-1,68,45814,1,149,21,57,161692,52,58,8,3,0,33,1,12,0,0,9,82330,0,180,57
82331,,-1,,44,1,0,0,30,0,649,28,59,0,31,0,0,3,15,82331,0,0,-1,0,0,0,0,2090000,1,0,0,0,0,1,0,59,0,36,-1,82,0,-1,0,0,0,47,1,0,57,0,45816,75,0,52,80,0,61,0,60,0,-1,36,45816,154888,1,60,54,54,49,0,-1,0,44,2,0,55,3,54,81,0,0,48,0,12,2,34,223101,0,3,0,0,53,2,3,503,54,0,2,0,47,0,45,0,7,0,0,3,0,3,1,77,0,60,1,0,31,48,0,0,39,0,70,0,2030,0,0,-1,70,17466,1,49,3,53,161745,52,58,1,3,0,38,2,8,0,0,9,82331,0,180,60
82332,,-1,,56,3,0,0,30,0,299,65,42,0,54,40,0,31,5,82332,0,0,-1,0,0,0,0,1130401,1,0,0,0,0,1,0,67,0,59,27,80,0,14,0,0,0,44,3,0,43,0,45817,77,0,38,81,0,63,0,56,0,-1,51,45817,155342,1,43,50,49,68,0,-1,0,60,9,0,38,3,46,79,0,0,62,0,13,4,129,224001,0,3,0,0,46,2,3,503,42,0,0,0,57,0,61,0,6,0,0,2,0,0,1,84,0,66,1,0,31,48,0,0,62,16,67,0,2028,0,0,-1,59,3118,1,29,0,65,160917,60,32,4,18,0,60,7,7,0,0,14,82332,0,166,66
82333,,-1,,64,2,0,0,30,0,1068,62,15,0,64,0,0,41,6,82333,0,0,-1,0,0,0,0,2090000,1,0,0,0,0,2,0,62,0,63,-1,70,0,-1,0,0,0,1541,2,0,18,0,40725,78,0,16,68,0,62,3,58,0,-1,56,45819,154896,1,56,60,55,54,0,-1,0,51,3,0,21,4,62,69,0,0,47,0,11,2,34,223101,0,3,0,0,46,3,3,501,33,0,0,0,54,0,35,0,8,0,0,1,0,21,1,80,0,65,0,0,31,47,0,0,65,174,69,0,2028,0,0,-1,67,45818,1,35,0,57,160556,39,20,2,25,0,66,4,14,0,0,6,82333,0,186,63
82334,,-1,,67,1,0,0,30,0,1083,62,22,0,61,0,0,41,9,82334,0,0,-1,25752,0,0,0,2090000,1,0,0,0,0,2,0,54,0,61,-1,75,0,-1,0,0,0,4004,1,0,15,0,45820,67,0,16,74,0,59,0,56,0,-1,39,25752,154894,1,53,50,60,42,0,-1,0,47,3,0,21,3,62,73,0,0,44,0,11,2,45,223101,0,3,0,0,41,3,0,501,41,0,0,0,49,0,38,0,13,0,2,2,0,2,1,72,0,66,0,0,31,35,0,0,65,0,77,0,2031,0,0,-1,60,1347,1,363,2,55,161698,32,15,1,25,0,62,1,15,0,0,11,82334,0,178,61
82335,,-1,,58,2,0,0,30,0,82,45,42,0,47,30,0,27,10,82335,0,0,-1,0,0,38,0,10000,1,0,0,0,0,1,0,71,0,53,27,73,0,-1,0,0,0,1519,3,0,35,0,45821,85,0,24,78,0,64,0,46,0,-1,53,45821,155693,1,52,54,48,69,0,-1,0,57,3,0,32,3,38,75,0,0,60,0,9,4,18,223101,0,3,0,0,42,4,3,501,41,0,1,0,67,0,61,0,14,0,2,0,0,0,1,79,0,73,0,0,31,38,0,0,67,0,81,0,2028,0,0,-1,61,523,1,211,3,64,161843,58,28,5,16,0,51,1,13,0,0,14,82335,0,174,72
82342,,-1,,32,1,0,0,30,0,1083,30,55,0,23,11,0,13,13,82342,0,0,-1,0,0,0,0,2120103,1,0,0,0,0,2,0,55,0,31,-1,64,0,-1,0,0,0,2004,1,0,52,0,45822,47,0,55,60,0,56,0,64,0,-1,38,45822,155749,1,58,25,51,35,0,-1,0,28,1,0,55,2,57,61,0,0,41,0,14,1,37,221101,0,3,0,0,61,2,3,501,57,0,0,0,46,0,47,0,9,0,0,0,0,6,1,73,0,42,0,0,31,64,0,0,42,0,49,0,2028,0,0,-1,84,15698,1,80,19,51,161840,39,54,1,5,0,29,5,7,0,0,12,82342,0,192,46
82346,,-1,,35,1,0,0,30,0,1073,44,54,0,26,0,0,11,6,82346,0,0,-1,0,0,0,0,2300000,1,0,0,0,0,1,0,53,0,39,-1,67,0,-1,0,0,0,4003,1,0,55,0,45823,55,0,56,67,0,54,0,58,0,-1,27,45823,155442,1,64,38,50,31,0,-1,0,50,3,0,52,3,50,66,0,0,44,0,9,2,198,232001,0,2,0,0,57,4,0,503,55,0,0,0,60,0,51,0,12,0,0,0,0,5,1,76,0,42,1,0,31,55,0,0,54,0,59,0,2028,0,0,-1,82,22372,1,127,2,55,161902,37,52,1,5,0,33,4,13,0,0,13,82346,0,186,48
82349,,-1,,32,1,0,0,30,0,119,20,56,1,22,0,0,11,11,82349,0,0,-1,0,0,0,0,2120000,1,0,0,0,0,1,0,29,0,25,-1,65,0,-1,0,0,0,18,1,0,56,0,45824,57,0,51,63,0,50,0,48,0,-1,25,45824,154859,1,56,25,43,25,0,-1,0,27,1,0,51,2,45,64,0,0,26,0,15,2,195,223101,0,2,0,0,54,3,3,501,44,0,0,0,40,0,27,0,14,0,0,0,0,27,1,61,0,27,0,0,31,58,0,0,33,0,61,0,2026,0,0,-1,76,31330,1,380,18,27,161843,26,50,10,5,0,24,1,7,0,0,8,82349,0,182,33
82350,,-1,,46,2,0,0,30,0,82,57,64,0,49,18,0,16,9,82350,0,0,-1,0,0,0,0,2290401,1,0,0,0,0,2,0,67,0,51,14,71,0,18,0,0,0,1005,2,0,63,0,15064,70,0,59,70,0,66,0,69,0,-1,43,15064,155004,1,63,57,64,64,0,-1,0,66,9,0,61,4,57,70,0,0,64,0,12,5,14,220101,0,3,0,0,63,3,0,501,58,0,1,0,67,0,68,0,8,0,0,0,0,0,1,80,0,67,0,0,31,66,0,0,62,208,74,0,2029,0,0,-1,75,13058,1,155,0,70,161698,60,62,5,10,0,45,2,13,0,0,12,82350,0,182,67
82352,,-1,,40,1,0,0,30,0,451,29,53,0,33,0,0,7,8,82352,0,0,-1,0,0,0,0,2080000,1,0,0,0,0,2,0,48,0,28,-1,64,0,-1,0,0,0,1019,1,0,52,0,45825,55,0,45,59,0,53,0,48,0,-1,34,45825,155317,1,59,42,53,34,0,-1,0,41,9,0,49,3,47,61,0,0,36,0,6,9,98,220101,0,3,0,0,53,2,3,501,53,0,2,0,50,0,26,0,9,0,2,0,0,0,1,68,0,52,0,0,31,53,0,0,29,0,61,0,2028,0,0,-1,73,17749,1,40,0,33,161698,49,52,7,7,0,27,2,7,0,0,13,82352,0,182,49
82353,,-1,,47,1,0,0,30,0,240,45,60,0,34,0,0,14,5,82353,0,0,-1,0,0,0,0,2150301,1,0,0,0,0,1,0,61,0,37,14,52,0,-1,0,0,0,4525,1,0,55,0,45826,41,0,46,47,0,57,0,72,0,-1,35,45826,154948,1,51,36,53,34,0,-1,0,37,3,0,53,3,60,50,0,0,46,0,12,9,47,220101,0,3,0,0,68,2,3,501,66,0,1,0,46,0,52,0,11,0,2,2,0,0,1,72,0,51,1,0,31,77,0,0,49,35,37,0,2029,0,0,-1,86,175,1,163,0,58,161517,39,56,8,10,0,28,5,10,0,0,10,82353,0,195,52
82354,,-1,,51,2,0,0,30,0,451,44,31,0,45,0,0,38,7,82354,0,0,-1,0,0,0,0,1130000,1,0,0,0,0,1,0,57,0,53,16,71,0,-1,0,0,0,1024,1,0,26,0,45827,66,0,19,64,0,57,0,41,0,-1,38,45827,155148,1,46,55,49,47,0,-1,0,44,3,0,23,3,37,67,0,0,44,0,11,8,120,220001,0,3,0,0,44,3,3,503,30,0,0,0,46,0,33,0,14,0,2,0,0,0,1,72,0,65,0,0,31,51,0,0,54,0,53,0,2028,0,0,-1,73,8422,1,49,0,44,161698,55,19,4,27,0,60,2,11,0,0,12,82354,0,178,58
82355,,-1,,54,2,0,0,30,0,1061,49,27,0,46,31,0,27,10,82355,0,0,-1,0,0,0,0,30201,1,0,0,0,0,1,0,64,0,49,18,68,0,27,0,0,0,4014,1,0,22,0,45828,72,0,24,63,0,61,0,42,0,-1,45,45828,155016,1,64,56,50,50,0,-1,0,58,3,0,24,3,38,65,0,0,54,0,11,5,47,224001,0,3,7,0,50,3,3,503,42,0,1,0,55,0,48,0,10,0,2,3,0,0,1,76,0,66,0,0,31,49,0,0,52,29,66,0,2029,0,0,-1,70,23242,1,29,0,61,161698,56,21,6,16,0,50,2,9,0,0,12,82355,0,180,64
82358,,-1,,57,2,0,0,30,0,204,60,48,0,59,41,0,31,11,82358,0,0,-1,0,0,0,0,60000,1,0,0,0,0,2,0,61,0,59,25,64,0,14,0,0,0,4,2,0,45,0,45829,61,0,38,65,0,60,0,59,0,-1,64,45829,155146,1,54,56,59,63,0,-1,0,58,2,0,43,4,54,63,0,0,58,0,9,1,14,223101,0,3,0,0,56,2,3,503,49,0,0,0,60,0,55,0,12,0,0,0,0,3,1,75,0,60,0,0,31,60,0,0,62,0,57,0,2028,0,0,-1,75,14763,1,49,3,63,161333,57,40,1,18,0,58,4,6,0,0,9,82358,0,191,59
82360,,-1,,45,1,0,0,30,0,505,44,65,0,35,0,1,11,9,82360,0,0,-1,0,0,0,0,60401,1,0,0,0,0,1,0,56,0,46,-1,63,0,-1,0,0,0,5505,1,0,61,0,5926,57,0,62,65,0,62,0,69,0,-1,39,5926,154969,1,57,34,54,41,0,-1,0,46,1,0,63,3,64,64,0,0,49,0,11,2,21,122101,0,3,0,0,60,3,3,503,51,0,0,0,49,0,53,0,8,0,0,0,0,6,1,79,0,43,1,0,31,64,0,0,52,0,72,0,2028,0,0,-1,60,15030,1,49,3,59,161886,36,64,1,5,0,47,7,6,0,0,14,82360,0,170,51
82365,,-1,,38,1,0,0,30,0,21,21,61,0,34,0,0,11,10,82365,0,0,-1,0,0,0,0,2280403,1,0,0,0,0,2,0,35,0,28,7,58,0,-1,0,0,0,1024,1,0,63,0,45830,52,0,59,57,0,59,0,66,0,-1,28,45830,155532,1,57,26,54,37,0,-1,0,24,9,0,59,2,60,57,0,0,43,0,8,5,34,223101,0,2,0,0,62,3,3,501,55,0,0,0,44,0,51,0,6,0,0,0,0,21,1,78,0,35,1,0,31,67,0,0,53,208,56,0,2031,0,0,-1,75,4713,1,363,0,55,161905,42,58,5,5,0,19,5,6,0,0,5,82365,0,185,38
82367,,-1,,39,1,0,0,30,0,691,22,59,0,21,0,0,11,7,82367,0,0,-1,0,0,0,0,2150301,1,0,0,0,0,2,0,29,0,26,14,64,0,-1,0,0,0,1523,1,0,56,0,1166,46,0,50,63,0,51,0,57,0,-1,28,1166,154256,1,63,25,45,21,0,-1,0,31,9,0,52,2,49,63,0,0,28,0,9,9,183,224001,0,3,0,0,58,4,3,501,48,0,0,0,40,0,30,0,14,0,0,0,0,21,1,60,0,25,1,0,31,60,0,0,36,0,56,0,2026,0,0,-1,67,1559,1,72,21,27,161760,31,46,1,5,0,23,1,9,0,0,13,82367,0,175,31
82368,,-1,,13,0,0,0,30,0,145,5,13,0,7,0,0,1,61,82368,0,22,-1,0,0,0,0,10000,1,0,0,0,0,1,0,12,0,58,-1,28,0,-1,0,0,0,3505,0,0,10,0,29411,39,0,6,32,0,61,0,57,0,-1,10,29411,154547,1,22,8,56,13,0,-1,0,29,9,0,30,3,16,65,0,0,58,0,57,2,44,224001,0,3,0,0,58,4,3,503,27,0,1,0,21,0,29,0,64,0,0,2,0,3,1,72,0,13,1,0,31,64,0,0,44,0,28,0,2028,0,0,-1,84,17069,1,103,3,28,161767,14,13,1,0,0,8,5,65,0,0,58,82368,0,185,56
82369,,-1,,16,0,0,0,30,0,1068,11,11,0,7,0,0,1,47,82369,0,16,-1,0,0,0,0,2150301,1,0,0,0,0,1,0,19,0,46,-1,26,0,-1,0,0,0,1503,0,0,12,0,45831,29,0,7,21,0,54,0,49,0,-1,11,45831,155057,1,20,7,44,14,0,-1,0,36,9,0,22,2,12,56,0,0,50,0,57,5,183,224001,0,3,0,0,54,2,1,502,22,0,1,0,23,0,29,0,52,0,0,2,0,0,1,71,0,11,2,0,31,61,0,0,38,300,32,0,2028,0,0,-1,78,297,1,106,0,19,161559,13,13,5,0,0,6,4,57,0,0,55,82369,0,188,55
82370,,-1,,35,1,0,0,30,0,240,35,50,0,28,0,0,3,5,82370,0,0,-1,0,0,0,0,50501,1,0,0,0,0,1,0,47,0,35,7,64,0,23,0,0,0,530,1,0,51,0,45832,55,0,38,69,0,53,0,48,0,-1,35,45833,154181,1,61,49,53,29,0,-1,0,34,3,0,46,2,47,66,0,0,35,0,10,4,183,224001,0,3,0,0,51,3,3,503,52,0,2,0,34,0,26,0,12,0,2,0,0,21,1,64,0,49,2,0,31,46,0,0,30,38,69,0,2028,0,0,-1,69,16045,1,49,21,36,161777,44,54,1,3,0,36,1,7,0,0,7,82370,0,175,49
82378,,-1,,39,1,0,0,30,0,16,37,53,0,38,18,0,14,15,82378,0,0,-1,0,0,0,0,2290000,1,0,0,0,0,1,0,53,0,35,14,63,0,-1,0,0,0,1502,1,0,54,0,45835,64,0,53,60,0,53,0,54,0,-1,41,45835,154629,1,52,42,53,41,0,-1,0,48,9,0,51,2,50,61,0,0,46,0,7,2,95,223101,0,3,0,0,56,4,3,501,52,0,1,0,49,0,51,0,14,0,2,0,0,6,1,68,0,48,0,0,31,59,0,0,46,0,62,0,2027,0,0,-1,74,45834,1,87,6,50,161834,40,50,2,10,0,31,4,9,0,0,5,82378,0,188,51
