playerid41,playerid42,playerid46,playerid45,playerid35,playerid18,playerid33,playerid9,captainid,playerid37,playerid31,playerid13,playerid30,playerid47,playerid43,playerid34,freekicktakerid,playerid0,playerid17,playerid39,playerid3,playerid7,playerid16,playerid4,playerid6,playerid38,playerid15,playerid2,rightfreekicktakerid,playerid12,playerid48,playerid36,playerid8,playerid32,leftfreekicktakerid,longkicktakerid,playerid11,customsub1in,customsub2out,playerid28,customsub0in,playerid19,playerid26,customsub2in,playerid44,playerid51,rightcornerkicktakerid,playerid40,playerid22,playerid23,penaltytakerid,playerid20,playerid24,playerid27,teamid,playerid50,playerid29,customsub0out,playerid10,customsub1out,playerid49,playerid5,playerid25,leftcornerkicktakerid,playerid14,playerid21,playerid1
-1,-1,-1,-1,-1,81621,-1,240833,193283,-1,-1,271980,-1,-1,-1,-1,203362,246267,222562,-1,183491,193283,219466,246014,235636,-1,234573,274187,246014,74233,-1,-1,263672,-1,203362,203362,262236,-1,-1,83720,-1,207554,79034,-1,-1,-1,246014,-1,263711,79407,224389,201943,73448,79165,819,-1,-1,-1,203362,-1,-1,224389,83208,203362,229150,240974,266260
-1,-1,-1,-1,-1,79859,-1,257399,177373,-1,-1,70164,263877,-1,-1,-1,217845,264111,70445,-1,177373,217845,81288,259763,77090,-1,184143,255211,217845,248118,-1,-1,259134,-1,217845,217845,225931,-1,-1,83319,-1,79554,84087,-1,-1,-1,217845,-1,81848,77395,264822,241695,70852,246647,822,-1,80324,-1,264822,-1,-1,204017,223813,217845,275703,260825,243866
-1,-1,-1,-1,-1,76857,-1,263650,205139,-1,-1,242638,-1,-1,-1,-1,205139,79128,264764,-1,253421,77433,83183,264561,254158,-1,238197,205139,205139,236379,-1,-1,263840,-1,205139,254158,243127,-1,-1,-1,-1,267771,-1,-1,-1,-1,254158,-1,83481,72568,205139,226429,240535,-1,834,-1,-1,-1,230722,-1,-1,274390,276460,254158,257291,258515,203095
-1,-1,-1,-1,-1,278069,-1,259105,206626,-1,-1,271645,-1,-1,-1,-1,258276,235304,74875,-1,226518,220912,265735,242629,261108,-1,233409,72095,258276,70963,-1,-1,237371,-1,261108,258276,243551,-1,-1,-1,-1,254148,76918,-1,-1,-1,258276,-1,271326,76294,206626,209417,276731,82342,873,-1,-1,-1,206626,-1,-1,267467,81263,261108,248508,70084,258276
-1,-1,-1,-1,-1,212267,-1,76579,204842,-1,75944,81300,74038,-1,-1,-1,246168,204842,73240,-1,245361,83431,275960,239425,264433,-1,228770,231111,246168,191783,-1,-1,246168,83946,246168,246168,253173,-1,-1,77117,-1,275206,80144,-1,-1,-1,246168,-1,74009,79210,246168,73218,75943,271879,894,-1,246230,-1,251381,-1,-1,71151,271878,246168,82353,82354,243025
-1,-1,-1,-1,-1,262105,-1,193348,193348,-1,-1,80343,-1,-1,-1,-1,193348,190243,209332,-1,252017,270828,275600,239016,247599,-1,240099,244603,193348,270847,-1,-1,260651,-1,193348,239016,252025,-1,-1,-1,-1,263881,243960,-1,-1,-1,193348,-1,83612,73582,193348,71838,276638,84085,896,-1,-1,-1,222352,-1,-1,262062,276173,193348,257005,76618,258880
-1,-1,-1,-1,-1,239432,-1,80138,231039,-1,-1,81544,-1,-1,-1,-1,256980,262862,223968,-1,279896,244592,76263,73657,80094,-1,273127,234817,256980,75573,-1,-1,256980,-1,256980,256980,244082,-1,-1,279241,-1,279599,73176,-1,-1,-1,256980,-1,71839,82352,256980,80350,82702,247042,897,-1,-1,-1,275090,-1,-1,257344,80139,256980,270928,269947,231039
-1,-1,-1,-1,-1,78569,-1,75654,228645,-1,84035,236449,81860,-1,-1,-1,228645,229956,239746,-1,276130,258784,81862,238980,228645,-1,276670,266000,228645,263745,-1,-1,245428,-1,228645,228645,210619,-1,-1,81858,-1,83531,76577,-1,-1,-1,228645,-1,252030,80141,75654,278260,73908,270035,898,-1,80140,-1,261444,-1,-1,252183,258043,228645,70500,83947,244490
-1,-1,-1,-1,-1,236316,-1,260272,193468,-1,-1,252526,-1,-1,-1,-1,234913,256726,193247,-1,193468,234913,83606,258230,215556,-1,264785,229900,234913,225853,-1,-1,258924,-1,234913,234913,225533,-1,-1,-1,-1,254692,220665,-1,-1,-1,234913,-1,70279,81297,245716,75499,270371,82203,900,-1,-1,-1,245716,-1,-1,251617,276947,234913,257319,228998,220172
-1,-1,-1,-1,-1,256397,-1,243203,222227,-1,-1,221001,-1,-1,-1,-1,222227,222389,230787,-1,210695,225077,71882,233800,256598,-1,228238,242623,222227,242162,-1,-1,258892,-1,222227,222227,268740,-1,-1,-1,-1,228212,-1,-1,-1,-1,222227,-1,77079,238236,225077,279929,-1,-1,918,-1,-1,-1,233848,-1,-1,222227,-1,222227,257259,247333,261295
-1,-1,-1,-1,-1,243392,-1,258710,238263,-1,-1,262733,-1,-1,-1,-1,241474,255141,208573,-1,248245,237937,275492,225251,271156,-1,84670,238263,225251,278720,-1,-1,209264,-1,241474,225251,261391,-1,-1,-1,-1,267685,276251,-1,-1,-1,225251,-1,233379,269400,225251,70843,245332,278721,919,-1,-1,-1,241474,-1,-1,233705,71321,241474,76289,81274,247009
-1,-1,-1,-1,-1,237019,-1,214877,214877,-1,-1,246860,-1,-1,-1,-1,245270,234658,84393,-1,216114,76478,248337,245270,243283,-1,186267,273545,76478,260567,-1,-1,243817,-1,245270,245270,76477,-1,-1,-1,-1,228454,-1,-1,-1,-1,245270,-1,-1,-1,243817,272611,-1,-1,920,-1,-1,-1,79810,-1,-1,222215,-1,245270,238725,-1,71867
-1,-1,-1,-1,-1,-1,-1,79574,203363,-1,-1,233444,-1,-1,-1,-1,205291,160162,71881,-1,203363,72013,72603,221633,247821,-1,278914,266659,205291,79573,-1,-1,201967,-1,205291,205291,251828,-1,-1,-1,-1,-1,-1,-1,-1,-1,205291,-1,-1,-1,205291,-1,-1,-1,922,-1,-1,-1,264745,-1,-1,205291,-1,205291,274540,-1,197391
-1,-1,-1,-1,-1,259843,-1,221671,221671,-1,-1,260397,-1,-1,-1,-1,200104,238570,233568,-1,261128,248188,247686,71106,228010,-1,264194,237086,245054,210941,-1,-1,245054,-1,245054,245054,267401,-1,-1,-1,-1,239138,-1,-1,-1,-1,228010,-1,75437,233286,261115,276600,244108,-1,974,-1,-1,-1,261115,-1,-1,227659,227790,245054,244800,260396,261062
-1,-1,-1,-1,-1,263787,85153,213189,213189,-1,85149,258358,246937,-1,-1,85143,237091,210941,261106,-1,263034,260474,252320,222052,238098,-1,250896,238354,237091,234276,-1,-1,256370,85140,237091,237091,255686,-1,-1,236586,-1,235465,71207,-1,-1,-1,237091,-1,228534,247471,213189,233770,243175,259255,980,-1,243173,-1,251580,-1,-1,237091,232626,237091,244800,191915,274694
-1,-1,-1,-1,-1,234222,-1,248188,213317,-1,-1,83830,-1,-1,-1,-1,234264,221912,234748,-1,263029,83061,266196,213317,254225,-1,243824,73466,234264,229694,-1,-1,234264,-1,234264,248188,231868,-1,-1,244582,-1,246930,273792,-1,-1,-1,234264,-1,238574,76892,236757,232997,76886,83059,982,-1,266198,-1,236757,-1,-1,237101,267946,234264,273787,80158,251161
-1,-1,-1,-1,-1,237994,219525,79782,227900,-1,279196,78081,71462,-1,-1,268621,260593,75260,225282,-1,78386,227900,273709,245249,260593,-1,77863,233814,260593,70703,-1,-1,274081,71815,75653,245249,207441,-1,-1,227477,-1,229842,83366,-1,-1,-1,260593,-1,77024,269501,251030,75214,253289,245059,1013,-1,77025,-1,251030,-1,-1,75653,269500,245249,80114,75309,265822
-1,-1,-1,-1,-1,230283,-1,230384,230225,-1,-1,230459,-1,-1,-1,-1,230463,230175,230176,-1,230280,236142,236113,230184,230349,-1,230181,230225,230463,230329,-1,-1,230463,-1,230463,230463,230524,-1,-1,-1,-1,230233,-1,-1,-1,-1,230463,-1,-1,-1,230384,-1,-1,-1,1035,-1,-1,-1,230347,-1,-1,230453,-1,230463,230230,-1,230197
-1,-1,-1,-1,-1,230380,-1,230470,230258,-1,-1,230351,-1,-1,-1,-1,230364,230165,233977,-1,230316,230364,230297,230186,230451,-1,230232,230293,230364,230394,-1,-1,230429,-1,230364,230364,230359,-1,-1,-1,-1,230436,-1,-1,-1,-1,230364,-1,-1,-1,230442,-1,-1,-1,1041,-1,-1,-1,230442,-1,-1,230258,-1,230364,230254,-1,230201
-1,-1,-1,-1,-1,230286,-1,230430,230430,-1,-1,230336,-1,-1,-1,-1,230406,230204,230191,-1,230327,230346,236108,230245,230426,-1,230219,230285,230406,230454,-1,-1,230460,-1,230406,230430,230493,-1,-1,-1,-1,230260,-1,-1,-1,-1,230406,-1,-1,-1,230430,-1,-1,-1,1043,-1,-1,-1,230449,-1,-1,230406,-1,230460,230482,-1,230206
-1,-1,-1,-1,-1,230467,-1,233982,230375,-1,-1,230266,-1,-1,-1,-1,230274,230317,230195,-1,230295,230355,230529,230333,230267,-1,230401,230375,230274,230435,-1,-1,230274,-1,230274,230274,230506,-1,-1,-1,-1,230192,-1,-1,-1,-1,230274,-1,-1,-1,230497,-1,-1,-1,1053,-1,-1,-1,230497,-1,-1,230531,-1,230274,230490,-1,230358
-1,-1,-1,-1,-1,235794,-1,221697,252371,-1,-1,237692,-1,-1,-1,-1,238074,233306,186146,-1,227678,220697,257534,266127,252371,-1,203263,241159,220697,232756,-1,-1,246669,-1,220697,220697,460000,-1,-1,-1,-1,230918,-1,-1,-1,-1,220697,-1,243657,263063,246669,224371,243702,-1,1318,-1,-1,-1,231677,-1,-1,234378,242964,246669,225539,247649,231281
-1,-1,-1,-1,-1,79334,-1,204923,197445,-1,-1,266237,-1,-1,-1,-1,197445,215522,229071,-1,197445,239701,256548,263041,233195,-1,251342,237985,197445,261264,-1,-1,259356,-1,204923,197445,269301,-1,-1,-1,-1,269456,-1,-1,-1,-1,239701,-1,244795,244810,204923,251547,236935,-1,1322,-1,-1,-1,199439,-1,-1,237595,223671,204923,265576,248356,215368
-1,-1,-1,-1,-1,242879,-1,192985,229659,-1,-1,200155,-1,-1,-1,-1,192985,192119,265774,-1,271032,242664,260020,71305,229659,-1,222501,254262,192985,231416,-1,-1,207421,-1,192985,192985,246420,-1,-1,-1,-1,269859,-1,-1,-1,-1,192985,-1,208418,460013,192985,265450,242663,-1,1325,-1,-1,-1,251470,-1,-1,239810,233630,192985,192984,260931,202371
-1,-1,-1,-1,-1,258775,-1,262842,275192,-1,-1,216352,-1,-1,-1,-1,177003,241671,205855,-1,271300,460038,77673,262740,223273,-1,238370,275192,262740,251517,-1,-1,276278,-1,262740,262740,246267,-1,-1,-1,-1,225263,-1,-1,-1,-1,262842,-1,74896,258585,460010,241095,254822,-1,1328,-1,-1,-1,460010,-1,-1,207410,262748,262740,257889,244261,256325
-1,-1,-1,-1,-1,247643,-1,246618,252064,-1,-1,247050,-1,-1,-1,-1,201262,242948,257536,-1,259188,275241,198331,252064,71259,-1,81231,251116,246618,248169,-1,-1,247028,-1,246618,246618,221909,-1,-1,-1,-1,267593,-1,-1,-1,-1,247028,-1,271296,253727,244793,277591,247203,-1,1330,-1,-1,-1,244793,-1,-1,267594,246919,247028,259748,236583,244470
-1,-1,-1,-1,-1,234671,-1,241522,233301,-1,-1,213648,-1,-1,-1,-1,244669,201269,258485,-1,235244,229723,215247,259762,232711,-1,243203,234472,236918,244669,-1,-1,236918,-1,236918,236918,235658,-1,-1,-1,-1,227503,-1,-1,-1,-1,229723,-1,228410,276377,241522,240734,248729,-1,1331,-1,-1,-1,279252,-1,-1,279015,277432,236918,265195,215443,233301
-1,-1,-1,-1,-1,271326,-1,263364,220165,-1,-1,213654,-1,-1,-1,-1,263364,199904,74744,-1,234291,247447,228312,272648,232446,-1,241523,254994,263364,230055,-1,-1,205895,-1,263364,263364,258928,-1,-1,-1,-1,241960,-1,-1,-1,-1,232446,-1,76879,225766,263364,239944,84615,-1,1334,-1,-1,-1,220165,-1,-1,81326,79525,263364,75794,277310,81776
-1,-1,-1,-1,-1,244067,-1,231443,219683,-1,-1,256769,-1,-1,-1,-1,247827,251752,204883,-1,243854,219683,245630,228618,236496,-1,236987,226851,231443,237679,-1,-1,241852,-1,231443,231443,215914,-1,-1,-1,-1,236636,-1,-1,-1,-1,264652,-1,270579,248243,231443,262138,271918,-1,1335,-1,-1,-1,264652,-1,-1,270673,243593,241852,220814,247246,241486
-1,-1,-1,-1,-1,225309,-1,206113,212622,-1,-1,256261,-1,-1,-1,-1,222492,192448,254022,-1,213331,222492,239977,227647,275298,-1,254117,229476,212622,250959,-1,-1,260926,-1,222492,212622,223885,-1,-1,-1,-1,200159,-1,-1,-1,-1,212622,-1,239340,262666,206113,240709,241925,-1,1337,-1,-1,-1,244176,-1,-1,246863,205431,222492,269701,208333,212622
-1,-1,-1,-1,-1,184484,-1,269186,262088,-1,-1,274927,-1,-1,-1,-1,262088,222562,270787,-1,190640,262551,277902,264436,262088,-1,263657,226510,191076,264133,-1,-1,258533,-1,262088,191076,275062,-1,-1,-1,-1,84609,-1,-1,-1,-1,262088,-1,211177,277698,264436,269400,78612,-1,1341,-1,-1,-1,238004,-1,-1,191076,241474,191076,72400,460025,248168
-1,-1,-1,-1,-1,225116,-1,253002,230621,-1,-1,239807,-1,-1,-1,-1,241096,230621,252154,-1,237383,224232,238067,210413,222077,-1,241096,229582,277327,240277,-1,-1,208268,-1,277327,277327,268474,-1,-1,-1,-1,257368,-1,-1,-1,-1,224232,-1,257711,241850,224232,259583,211361,-1,1343,-1,-1,-1,277327,-1,-1,258966,228881,224232,265188,224987,217870
-1,-1,-1,-1,-1,277305,-1,185422,222665,-1,-1,253441,-1,-1,-1,-1,229891,224322,237936,-1,460047,222227,203362,262135,228092,-1,277295,224258,229891,238516,-1,-1,233848,-1,229891,229891,208573,-1,-1,-1,-1,242725,-1,-1,-1,-1,222665,-1,237937,247611,222665,248166,259185,-1,1352,-1,-1,-1,262863,-1,-1,222665,242623,229891,243481,209335,229891
-1,-1,-1,-1,-1,189908,-1,252495,220570,-1,-1,211408,-1,-1,-1,-1,235973,228383,241921,-1,210136,251633,250932,239439,243222,-1,243185,220570,205175,252018,-1,-1,252508,-1,210406,210406,238186,-1,-1,-1,-1,268860,-1,-1,-1,-1,210406,-1,235413,232007,205175,236459,261108,-1,1353,-1,-1,-1,205175,-1,-1,210406,236757,210406,224301,269262,243497
-1,-1,-1,-1,-1,229391,-1,79274,218667,-1,-1,216547,-1,-1,-1,-1,20801,234577,244778,-1,257179,212198,253124,252145,224293,-1,234574,239818,212198,270866,-1,-1,218667,-1,212198,212198,212442,-1,-1,-1,-1,240950,-1,-1,-1,-1,212198,-1,270674,257635,212198,269420,234575,-1,1354,-1,-1,-1,241721,-1,-1,255253,269421,212198,224411,252144,210514
-1,-1,-1,-1,-1,239443,-1,252066,248484,-1,-1,265412,-1,-1,-1,-1,226012,232284,206518,-1,248484,216464,260951,235405,238505,-1,235156,246991,252066,220139,-1,-1,233851,-1,252066,252066,220807,-1,-1,-1,-1,237927,-1,-1,-1,-1,252066,-1,220019,275196,244288,210263,272365,-1,1355,-1,-1,-1,244288,-1,-1,241875,201884,252066,253510,225872,201417
-1,-1,-1,-1,-1,251236,-1,245770,226568,-1,-1,197971,-1,-1,-1,-1,226568,266803,248105,-1,243023,226568,244154,243000,251076,-1,251880,260105,226568,251136,-1,-1,239978,-1,226568,235813,237378,-1,-1,-1,-1,262480,-1,-1,-1,-1,226568,-1,278087,275225,226568,261040,248049,-1,1356,-1,-1,-1,229804,-1,-1,235813,248021,248165,251781,248073,248165
-1,-1,-1,-1,-1,257896,-1,237238,234072,-1,-1,221908,-1,-1,-1,-1,216267,216325,233602,-1,240439,223871,213884,255561,253970,-1,262525,225974,237238,226508,-1,-1,243842,-1,242280,237238,198625,-1,-1,-1,-1,221281,-1,-1,-1,-1,253970,-1,208919,212516,242280,242983,261283,-1,1359,-1,-1,-1,225632,-1,-1,242280,220031,242280,234229,215638,234072
-1,-1,-1,-1,-1,257279,-1,241461,231866,-1,-1,226271,-1,-1,-1,-1,277643,259532,220901,-1,278046,244260,277581,263578,251854,-1,277179,204525,231866,243032,-1,-1,225201,-1,251854,231866,204963,-1,-1,-1,-1,210035,-1,-1,-1,-1,231866,-1,264388,228813,241461,272449,212218,-1,1362,-1,-1,-1,256516,-1,-1,231866,264240,256516,278349,193080,226161
-1,-1,-1,-1,-1,228946,-1,241651,220821,-1,-1,266337,-1,-1,-1,-1,243646,247022,263227,-1,222369,247394,208448,214658,243646,-1,238222,260697,243646,223933,-1,-1,236822,-1,241651,241651,216750,-1,-1,-1,-1,255976,-1,-1,-1,-1,243646,-1,265600,261028,241651,272931,264191,-1,1363,-1,-1,-1,228859,-1,-1,257470,231836,247394,257400,255460,220821
-1,-1,-1,-1,-1,229752,-1,242530,199503,-1,-1,262642,-1,-1,-1,-1,259306,235073,208159,-1,244603,199503,270846,239016,276694,-1,193348,236369,259306,229261,-1,-1,259306,-1,259306,259306,189117,-1,-1,-1,-1,233885,-1,-1,-1,-1,236657,-1,240117,223143,242530,233139,266886,-1,1364,-1,-1,-1,222357,-1,-1,236657,262862,259306,221491,260272,234686
-1,-1,-1,-1,-1,235407,-1,264309,239096,-1,-1,243245,-1,-1,-1,-1,208128,239254,243647,-1,229905,264001,232119,235152,208128,-1,267905,239890,264309,255558,-1,-1,263205,-1,264309,264309,274616,-1,-1,-1,-1,207790,-1,-1,-1,-1,264309,-1,235661,234341,208128,256933,252208,-1,1365,-1,-1,-1,223197,-1,-1,239096,264728,264309,275328,223134,224490
-1,-1,-1,-1,-1,81839,-1,274724,229528,-1,-1,231969,-1,-1,-1,-1,259913,265628,244385,-1,229528,244374,74490,227813,244369,-1,266180,258781,244369,255074,-1,-1,243256,-1,244369,244369,240702,-1,-1,-1,-1,252789,-1,-1,-1,-1,244369,-1,244373,74295,244369,237055,75355,-1,1366,-1,-1,-1,271541,-1,-1,270608,277439,244369,244428,72588,258308
-1,-1,-1,-1,-1,208769,-1,220710,220710,-1,-1,269691,-1,-1,-1,-1,220710,193331,233941,-1,248687,220196,257437,240773,265514,-1,233201,205923,220710,225557,-1,-1,260478,-1,220710,220710,225650,-1,-1,-1,-1,218343,-1,-1,-1,-1,220710,-1,75296,214906,220710,259766,243349,-1,1367,-1,-1,-1,237833,-1,-1,235735,190179,220710,232545,213105,225147
-1,-1,-1,-1,-1,265695,-1,273748,232488,-1,-1,207439,-1,-1,-1,-1,158023,202811,267861,-1,242835,247090,221053,236804,239837,-1,253242,232488,239837,257185,-1,-1,268438,-1,239837,239837,214979,-1,-1,-1,-1,224334,-1,-1,-1,-1,239837,-1,256524,277846,239837,260599,255925,-1,1369,-1,-1,-1,261176,-1,-1,279173,212616,239837,240690,215223,233084
-1,-1,-1,-1,-1,190871,-1,240243,232580,-1,-1,230481,-1,-1,-1,-1,233419,230182,230430,-1,232580,266866,247257,230256,273018,-1,270409,240130,240243,230204,-1,-1,222737,-1,240243,240243,275771,-1,-1,-1,-1,255475,-1,-1,-1,-1,240243,-1,230384,460003,240243,231943,258885,-1,1370,-1,-1,-1,243812,-1,-1,241509,256612,240243,230375,76687,259075
-1,-1,-1,-1,-1,227394,-1,254952,230977,-1,-1,255718,-1,-1,-1,-1,255434,75260,219932,-1,240138,230977,226286,233476,253249,-1,227550,218191,248872,84342,-1,-1,278020,-1,248872,248872,253239,-1,-1,-1,-1,260027,-1,-1,-1,-1,248872,-1,225878,268431,246690,209523,256156,-1,1375,-1,-1,-1,246690,-1,-1,248872,84339,230977,268482,71033,251613
-1,-1,-1,-1,-1,248207,-1,254817,239053,-1,-1,239207,-1,-1,-1,-1,239053,270141,272445,-1,240716,230965,232665,253290,261015,-1,225645,216460,239053,197655,-1,-1,239053,-1,239053,239053,253847,-1,-1,-1,-1,252935,-1,-1,-1,-1,254817,-1,251377,223690,239053,266797,253061,-1,1377,-1,-1,-1,240663,-1,-1,253306,237658,254817,192816,255878,266844
-1,-1,-1,-1,-1,79399,-1,245152,229980,-1,-1,235844,-1,-1,-1,-1,204838,235183,221992,-1,244349,260984,263711,226045,246608,-1,78784,229980,222382,140233,-1,-1,237043,-1,222382,222382,233260,-1,-1,-1,-1,246289,-1,-1,-1,-1,246608,-1,156519,266325,245152,263701,239475,-1,1386,-1,-1,-1,234579,-1,-1,222382,243015,237043,258081,235590,252008
-1,-1,-1,-1,-1,237255,-1,256853,227796,-1,-1,226807,-1,-1,-1,-1,227796,233267,227558,-1,235755,242332,242195,251834,238744,-1,243133,250954,227796,238743,-1,-1,270517,-1,227796,227796,266382,-1,-1,-1,-1,267920,-1,-1,-1,-1,256853,-1,215565,255145,227796,260523,266389,-1,1387,-1,-1,-1,243456,-1,-1,227796,274553,256853,226579,255272,251804
-1,-1,-1,-1,-1,84597,-1,263194,211999,-1,-1,245410,-1,-1,-1,-1,258171,268825,79903,-1,74369,211999,82220,258033,274000,-1,242166,235565,263194,256383,-1,-1,225126,-1,263194,263194,209483,-1,-1,-1,-1,84604,-1,-1,-1,-1,263194,-1,255569,74314,263194,81558,255210,-1,1391,-1,-1,-1,71474,-1,-1,235516,82781,263194,279056,246681,236316
-1,-1,-1,-1,-1,83000,-1,252162,233225,-1,-1,245538,-1,-1,-1,-1,237681,255981,232829,-1,232704,226627,242087,237681,255742,-1,242916,233152,237681,232487,-1,-1,232905,-1,237681,237681,71641,-1,-1,-1,-1,260464,-1,-1,-1,-1,232730,-1,246321,254841,252162,244089,245766,-1,1411,-1,-1,-1,255565,-1,-1,232730,232938,237681,266071,244656,233225
-1,-1,-1,-1,-1,240648,-1,266245,229901,-1,-1,211378,-1,-1,-1,-1,266245,267599,199005,-1,229901,230888,209888,233931,234867,-1,205347,216744,266245,252700,-1,-1,242154,-1,266245,266245,255767,-1,-1,-1,-1,212830,-1,-1,-1,-1,266245,-1,259723,265422,266245,203423,257326,-1,1415,-1,-1,-1,231582,-1,-1,211785,195033,266245,247754,241244,241861
-1,-1,-1,-1,-1,83700,-1,216452,271571,-1,-1,271562,85895,-1,-1,-1,271132,271571,74039,-1,211107,73350,240244,83780,270555,-1,74962,73349,271132,278990,-1,-1,275360,-1,271132,271132,83222,-1,-1,274462,-1,271195,82820,-1,-1,-1,275360,-1,78973,83224,271132,80386,76910,263789,1438,-1,83995,-1,271132,-1,-1,258365,78745,271132,73629,78746,251891
-1,-1,-1,-1,-1,277167,-1,79811,215686,-1,-1,268503,-1,-1,-1,-1,71174,256742,275696,-1,234501,262541,74932,250960,71174,-1,270528,278367,71174,242381,-1,-1,270399,-1,71174,71174,263987,-1,-1,-1,-1,243229,85353,-1,-1,-1,71174,-1,83297,78911,215686,278816,82680,-1,1443,-1,-1,-1,79935,-1,-1,215686,239772,71174,260874,277698,241150
-1,-1,-1,-1,-1,78909,-1,73501,238051,-1,-1,72400,-1,-1,-1,-1,259130,248696,211105,-1,264502,259130,264691,226510,256847,-1,74965,256222,259130,248360,-1,-1,276666,-1,256847,256847,73301,-1,-1,-1,-1,73504,-1,-1,-1,-1,256847,-1,76148,81624,256222,77226,-1,-1,1447,-1,-1,-1,259751,-1,-1,238051,-1,207886,73295,79558,207886
-1,-1,-1,-1,-1,80081,-1,269414,236877,-1,-1,73258,-1,-1,-1,-1,257044,75849,227616,-1,274855,257044,71843,230055,256398,-1,207622,274199,257044,71865,-1,-1,77978,-1,257044,257044,81708,-1,-1,-1,-1,247839,-1,-1,-1,-1,257044,-1,-1,-1,269414,78725,-1,-1,1463,-1,-1,-1,236877,-1,-1,77075,-1,257044,278820,-1,72596
-1,-1,-1,-1,-1,238224,-1,238578,245054,-1,-1,247748,77218,-1,-1,-1,213471,212432,237097,-1,242826,228009,220616,255035,222734,-1,227790,274672,213471,76313,-1,-1,245054,-1,213471,213471,255868,-1,-1,83759,-1,237965,77840,-1,-1,-1,213471,-1,275017,77190,245054,201528,221567,83758,1473,-1,70634,-1,270203,-1,-1,213471,74008,213471,274415,247354,71412
-1,-1,-1,-1,273788,272847,83471,274437,227632,76393,71325,83384,76386,-1,-1,80191,180283,212915,233286,-1,227632,274676,76394,261078,180283,-1,76391,256252,180283,261126,-1,83387,229343,266477,180283,180283,78655,-1,-1,255520,-1,83628,252966,-1,-1,-1,261880,-1,70759,255554,261115,70763,208047,76816,1474,-1,76387,-1,261115,-1,-1,261880,76389,180283,76395,243754,184901
-1,-1,-1,-1,77252,234186,77248,268895,199231,78194,71328,221793,71413,-1,-1,77885,227659,238570,255239,-1,267401,243061,273800,243672,227659,-1,252432,222582,227659,232000,-1,77897,242821,77227,227659,227659,267825,-1,-1,266269,-1,277378,77255,-1,-1,-1,227659,-1,228782,77888,272992,77254,278308,71323,1477,-1,262447,-1,272992,-1,-1,272733,212912,227659,228007,77239,199231
-1,-1,-1,-1,-1,243358,-1,261104,193144,-1,83765,77197,84142,-1,-1,-1,193144,232065,255919,-1,242082,70419,83761,261122,260166,-1,212231,239596,261122,232857,-1,-1,83203,263372,193144,193144,266197,-1,-1,83766,-1,76851,221467,-1,-1,-1,193144,-1,77195,77198,261104,83267,83762,211635,1478,-1,260634,-1,193144,-1,-1,211927,71392,193144,71459,231912,205278
-1,-1,-1,-1,-1,74006,-1,247187,234472,-1,-1,277197,-1,-1,-1,-1,256933,246704,172553,-1,234472,279252,251847,270536,220714,-1,210625,261062,220714,277211,-1,-1,247686,-1,256933,256933,242612,-1,-1,-1,-1,264790,271697,-1,-1,-1,256933,-1,83798,75195,247187,213815,278978,-1,1516,-1,-1,-1,256933,-1,-1,263721,80421,256933,244456,277270,73645
-1,-1,-1,-1,-1,-1,-1,76646,76635,-1,-1,76644,-1,-1,-1,-1,247107,76635,253110,-1,277991,242600,159948,80528,256809,-1,78032,247490,247107,76647,-1,-1,76643,-1,247107,247107,279735,-1,-1,-1,-1,-1,-1,-1,-1,-1,247107,-1,-1,-1,76646,-1,-1,-1,1523,-1,-1,-1,76645,-1,-1,247107,-1,247107,78726,-1,76639
-1,-1,-1,-1,-1,240209,-1,78295,224444,-1,-1,277484,-1,-1,-1,-1,273666,239342,257395,-1,258439,269725,275878,234515,229158,-1,194846,75423,273666,81849,-1,-1,224444,-1,273666,234515,209781,-1,-1,-1,-1,78377,-1,-1,-1,-1,273666,-1,79493,85229,229158,199313,269729,-1,1530,-1,-1,-1,273666,-1,-1,271061,-1,273666,228591,70541,273835
-1,-1,-1,-1,-1,235507,-1,264251,229072,-1,-1,75164,-1,-1,-1,-1,188554,229227,79077,-1,199761,221428,263506,209438,188554,-1,245278,198892,225927,79070,-1,-1,77592,-1,188554,188554,252470,-1,-1,86090,-1,79759,83576,-1,-1,-1,225927,-1,222781,270497,229072,79252,230683,79074,1569,-1,-1,-1,229072,-1,-1,225927,72948,188554,79071,271485,258465
-1,-1,-1,-1,-1,71379,-1,71140,71140,-1,-1,200844,-1,-1,-1,-1,71140,77439,276900,-1,228108,227895,269615,82522,241690,-1,260885,255348,71140,71137,-1,-1,71142,-1,71140,71140,279537,-1,-1,-1,-1,202731,-1,-1,-1,-1,71140,-1,226006,81444,200404,75138,-1,-1,1571,-1,-1,-1,200404,-1,-1,236495,-1,71140,77643,80017,77872
-1,-1,-1,-1,-1,270706,-1,243764,198990,-1,-1,79878,-1,-1,-1,-1,243764,271117,261284,-1,259300,274456,83130,236845,83725,-1,77351,273027,243764,255628,-1,-1,252251,-1,243764,243764,77752,-1,-1,-1,-1,278165,-1,-1,-1,-1,243764,-1,76094,74123,236742,80160,77410,-1,1572,-1,-1,-1,236742,-1,-1,198990,-1,243764,73542,72988,80754
